htid,author,title,year,authgender,female_category,urban_gb_intensity
mdp.39015024233630,"Egerton, George,",Fantasias,1898,m,mixed,16.373043421311152
uc1.32106013037244,"Hammick, Georgina",The Arizona game / | $c: Georgina Hammick,1996,f,high_female,16.36943223916602
uc1.$b23608,"Grant, George H. (George Hook),","The half deck, | $c: by Captain George H. Grant; with illustrations by Gordon Grant.",1934,m,high_male,16.36913359138791
mdp.39015065444278,"[Scott, Caroline Lucy,",Trevelyan,1833,f,high_female,16.36690974558548
mdp.39015057604327,"King, Francis Henry,",The nick of time / | $c: Francis King.,2003,m,,16.366612111292962
njp.32101065768515,"Southey, Caroline Bowles,",Chapters on churchyards,1829,f,mixed,16.363203617755563
mdp.39015031238663,"Hanley, James,","Crilley, | and other stories | $c: by James Hanley.",1945,m,mixed,16.358877417478553
mdp.39015061210343,"Tucker, Eva.",Berlin mosaic : | a family chronicle / | $c: by Eva Tucker.,2005,f,,16.358580075249467
mdp.39015002281940,"Stewart, J. I. M. (John Innes Mackintosh),",Full term : | a novel / | $c: J. I. M. Stewart.,1978,m,,16.357594228352013
mdp.39015000618796,"Greene, Graham,",The collected edition.,1970,m,high_male,16.357242168970313
uc1.32106009522654,"Humphreys, Emyr.",Bonds of attachment / | $c: Emyr Humphreys.,1991,m,mixed,16.353126906554458
uiuo.ark:/13960/t2697np18,"Lytton, Rosina Bulwer Lytton,","Miriam Sedley; or, The tares and the wheat",1851,f,,16.350912380910856
nyp.33433074865001,"Goodrich, A. M.",The myrtle and the heather,1857,u,high_female,16.350021255027634
uc1.b4102512,"Hood, Thomas,",Whims and oddities,1826,m,mixed,16.3481502068041
uiuo.ark:/13960/t4gm8vk7t,"Tabor, Eliza.",Rachel's secret,1866,f,,16.342950531145892
uiuo.ark:/13960/t0ms4cv12,"Trollope, Frances Milton,",Young love;,1844,f,high_female,16.338898461172835
njp.32101066120260,"Blessington, Marguerite,",The memoirs of a femme de chambre,1846,f,high_female,16.337442447645923
uc1.b4110034,"Galsworthy, John,",A commentary,1908,m,high_male,16.335674780051807
mdp.39015065769344,"Surr, T. S.",Splendid misery,1801,m,mixed,16.335674780051807
uiuo.ark:/13960/t1jh46p9h,"Russell, William Clark,",The emigrant ship,1893,m,,16.33479802022248
mdp.39015030847076,"Harte, Bret,","Wan Lee, the Pagan",1876,m,,16.330085460780577
uc1.$b188412,"Curtis, Jean-Louis,",The side of the angels / | $c: translated from the French by Humphrey Hare.,1956,u,,16.329779905185216
uc2.ark:/13960/t6251mc7x,"Fraser, Mary Crawford.",Storied Italy,1915,f,high_female,16.32803012521558
uiug.30112041388510,"Delafield, E. M.,","The Bazalgettes, | a tale.",1935,f,high_female,16.32066849458154
uiuo.ark:/13960/t4fn1k19p,"Greville, Violet,",Keith's wife,1883,f,high_female,16.309666195498533
uc1.b3488794,"Johnson, Pamela Hansford,",The good husband / | $c: Pamela Hansford Johnson.,1978,f,high_female,16.304070922708515
uiuo.ark:/13960/t07w6rt21,"Gissing, Algernon,",The sport of stars,1896,m,,16.299918500407497
uc1.$b323485,"Bullett, Gerald William,",The Peacock brides.,1958,m,high_female,16.298692343375834
mdp.39015029191700,"Bolger, Dermot,",Emily's shoes / | $c: Dermot Bolger.,1992,m,high_female,16.294429477709222
mdp.39015016414727,"Maugham, W. Somerset (William Somerset),",Ah king; | six stories.,1953,m,mixed,16.28695702159459
mdp.39015016444047,"Courage, James.","The call home, a novel.",1956,m,,16.283614031822836
mdp.39015004972207,"Maugham, W. Somerset (William Somerset),",Complete short stories.,1951,m,,16.281403229776036
uc1.32106012419682,"Byatt, A. S. (Antonia Susan),",Sugar and other stories / | $c: Antonia Byatt.,1988,f,high_female,16.273548782355643
mdp.39015014198777,"Huxley, Aldous,",Brief candles; | four stories.,1948,m,high_female,16.272068993572532
mdp.39015059168818,"Waites, Martyn.",The white room / | $c: Martyn Waites.,2004,m,mixed,16.271249476995553
uc1.32106013217986,"Hocking, Mary.",The meeting place / | $c: Mary Hocking,1996,f,high_female,16.269541938441968
mdp.39015057575576,"Sillitoe, Alan.",New and collected stories / | $c: Alan Sillitoe.,2003,m,mixed,16.265663834272402
inu.30000087247148,"Houellebecq, Michel.",Lanzarote / | $c: Michel Houellebecq ; translated from the French by Frank Wynne.,2003,m,,16.26280696048138
mdp.39015013961159,"Waugh, Evelyn,",Love among the ruins : | a romance of the near future.,1953,m,mixed,16.25487646293888
mdp.39015019993818,"Bourget, Paul,",A cruel enigma,1887,m,mixed,16.251941204088265
nyp.33433074917034,"Martineau, Harriet,",Forest and game-law tales,1845,f,,16.251178210420257
uc2.ark:/13960/t7np2417r,"Burnand, F. C.",Mokeanna!,1873,u,mixed,16.250313926519034
uc1.$b242925,"Hanley, James,",Collected stories.,1953,m,,16.24837516248375
uc1.b4937286,,Short stories from the Second World War / | $c: chosen by Dan Davin.,1982,u,,16.23987144859653
uc1.$b322893,"Adam, Ruth.",Fetch her away / | $c: Ruth Adam.,1954,f,high_female,16.23640201331385
nyp.33433043146269,"Grousset, Paschal,",The conquest of the moon;,1889,m,,16.23640201331385
uiuo.ark:/13960/t8w95tg3q,"Strickland, Agnes,",How will it end?,1865,f,high_female,16.234095659408673
uc2.ark:/13960/t3pv6db05,"Lorimer, Norma Octavia,",By the waters of Carthage,1906,f,,16.233072749797085
uiuo.ark:/13960/t2f76tb8b,"Neil, Ross,",Carleton Grange,1866,f,,16.230523371953655
njp.32101068174711,"Jameson, Margaret.",Training,1887,f,high_female,16.228277774021233
inu.39000000572755,"Bramah, Ernest,",[Short stories] / | $c: Ernest Bramah.,1929,m,,16.223434126617665
pst.000066824176,"Dick, Philip K.",The penultimate truth / | $c: by Philip K. Dick.,1964,m,high_male,16.217030198426947
uc1.$b300999,"Graeme, Bruce,","The coming of the Carew; | a fantasy in crime, | $c: by Bruce Graham [pseud.]",1945,m,high_male,16.210257851168222
uiuo.ark:/13960/t98632q82,"Moore, George,",Grasville Abbey,1801,m,mixed,16.20783069763134
uiuo.ark:/13960/t7zk6026b,"Sewell, Elizabeth Missing,",Margaret Percival,1847,f,high_female,16.207552719567317
uc1.b3465279,"Fox, Sebastian.",Odd woman out / | $c: by Sebastian Fox.,1958,m,high_female,16.20351616300737
uc2.ark:/13960/t4gm86m5f,"Gibson, Ashley.","The twilight drummers, and other sketches",1914,m,high_male,16.20132850893773
uc2.ark:/13960/t8z897d42,"Grant, James,",Second to none,1864,m,mixed,16.199578810950914
uiuo.ark:/13960/t6251xm88,"Clarke, Charles.",The flying scud,1867,m,,16.196205460434985
uiuo.ark:/13960/t7cr6gh6d,"Smart, Hawley,",Long odds,1889,m,high_male,16.19597125215103
uiuo.ark:/13960/t9280zv1x,,Sons of Dives,1872,u,mixed,16.189837407775748
mdp.39015063552247,"Gregg, Hilda Caroline,",In furthest Ind;,1894,f,mixed,16.188974604425923
uc1.32106019365706,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,16.183703011067855
uc1.b3472730,"Lewis, Norman.",Cuban passage / | $c: Norman Lewis.,1982,m,high_male,16.18277010947168
uiuo.ark:/13960/t6j10c47g,,Chums,1882,u,,16.181884380436102
uiuo.ark:/13960/t9q247n69,"Croker, B. M.",Mr. Jervis,1894,f,,16.181229773462782
uc1.b4948851,,"The Most beautiful lies : | a collection of stories by five major contemporary fiction writers, Bail, Carey, Lure, Moorhouse and Wilding / | $c: edited by Brian Kiernan.",1977,u,mixed,16.169071419739584
uiuo.ark:/13960/t2j67th91,"Fothergill, Jessie,",Borderland,1886,f,,16.164664044398947
uc1.b4974561,"Potter, Dennis.",Blackeyes / | $c: Dennis Potter.,1987,m,,16.158648549394048
uc1.$b244543,"Hon., Sackville-West, Edward,",Simpson : | a life.,1931,m,,16.149653455352937
uc1.$b120393,"Forster, Margaret,",The park.,1968,f,high_female,16.149544784706382
uc1.b3325650,"O'Sullivan, Vincent,",Human affairs,1907,m,mixed,16.148784131128128
inu.30000127302705,"Satish Kumar,",Earth pilgrim / | $c: Satish Kumar ; in conversation with Echan Deravy and Maya Kumar Mitchell.,2009,u,,16.148566814695197
uiuo.ark:/13960/t9t15c593,"Dering, Edward Heneage,","Sherborne, or, The house at the four ways",1875,m,mixed,16.14766417827021
nyp.33433074861547,"Hussey, Eyre.",That little -----?,1907,f,,16.147144524283103
uc1.b3476955,"Baldwin, Michael,",Underneath and other situations.,1968,m,high_male,16.146331899385284
mdp.39015043789869,"Chambers, Clare.",Learning to swim / | $c: Clare Chambers.,1998,f,,16.14386287543255
njp.32101013133473,"Roche, Regina Maria,",The monastery of St. Columb;,1813,f,high_female,16.143787332508207
uiuo.ark:/13960/t4vh6632w,,"Substance and shadow; or, The fisherman's daughters of brighten",1812,u,high_female,16.14186392408712
uc1.b3293550,"Whitfield, Henry,","A picture from life: or, The history of Emma Tankerville and Sir Henry Moreton",1804,m,,16.13907269499458
uiuo.ark:/13960/t3qv3s85d,"Alexander, G. G.",Doctor Victoria,1881,u,high_female,16.13846805591979
hvd.hn2tj4,"Lathom, Francis,",Human beings,1807,m,,16.126431220770844
uc1.$b120264,"Bradley, Marjorie D.",The long walkabout | $c: [by] Marjorie D. Bradley.,1968,f,,16.12595839502734
mdp.39015018930746,"Sillitoe, Alan.",Last loves / | $c: Alan Sillitoe.,1990,m,high_male,16.12513101668951
uc1.b3322012,"Cartwright, Mrs. Robert.","The widowed bride, or Lamia",1851,f,mixed,16.12503100967502
mdp.39015050923872,"Thomas, Gwyn,",Sorrow for thy sons / | $c: by Gwyn Thomas.,1986,m,high_male,16.124595699475478
mdp.39015064876421,"Swann, David,",The last days of Johnny North : | stories / | $c: David Swann.,2006,m,,16.12214898762388
uiuo.ark:/13960/t7cr6dd3s,"Oliphant,",Squire Arden,1871,f,,16.119561087379534
mdp.39015059236144,"Harris, Joanne,","Sleep, pale sister / | $c: Joanne Harris.",2004,f,,16.11889295443189
mdp.39015030113305,"Young, Francis Brett,",The young physician,1919,m,high_male,16.11703446565832
mdp.39015063615457,"Lipscomb, W. P.",Staff tales,1920,u,high_male,16.113005881247147
mdp.39015000618788,"Greene, Graham,",The collected edition.,1970,m,,16.111955070662432
njp.32101066164839,"Blackwood, Algernon,",Karma,1918,m,mixed,16.108247422680414
uc1.b3314595,"Maxwell, W. H.",O'Hara;,1825,m,,16.10824742268041
uc1.$b556497,"Hall, James Norman,",On the stream of travel / | $c: by James Norman Hall.,1929,m,high_male,16.107249501294774
mdp.39015055583572,"Baker, Jo.",Offcomer / | $c: Jo Baker.,2001,f,high_female,16.105467806320245
mdp.39015000631336,"Laver, James,","The laburnum tree, | and other stories.",1935,m,high_male,16.1051343168202
uc1.32106005649857,"Klíma, Ivan.",My merry mornings : | stories from Prague / | $c: by Ivan Klíma ; translated by George Theiner.,1985,m,,16.099170892699025
uiuo.ark:/13960/t7fr05196,"Beale, Anne.",Restitution,1889,f,,16.094996244500877
uiuo.ark:/13960/t23b6pc44,"Sherer, Moyle,",The broken font,1836,m,mixed,16.093690035529917
uc2.ark:/13960/t1kh0kp10,"Oliphant,",A country gentleman and his family,1886,f,,16.09340024286404
uiuo.ark:/13960/t4sj1rk33,"Chamier, Frederick,",The spitfire,1840,m,mixed,16.08845726320716
uc2.ark:/13960/t0tq5t27k,"Hubback,",The old vicarage,1856,f,high_female,16.083893588960017
mdp.39015024244553,"Linton, E. Lynn",An octave of friends,1891,f,mixed,16.083419334950612
mdp.39015048883881,"Lang, Andrew,",In the wrong paradise,1886,m,high_male,16.083282159253734
uiuo.ark:/13960/t6k07f074,"Fane, Violet,",Sophy,1881,f,mixed,16.08117778546101
uiuo.ark:/13960/t55d9g27b,"Stretton, Hesba,",Paul's courtship,1867,m,,16.080904818911144
mdp.39015070757201,,Katha : | short stories by Indian women / | $c: edited by Urvashi Butalia.,2007,u,high_female,16.079201552791464
uc1.32106011608509,"McCabe, Pat,",The dead school / | $c: Patrick McCabe,1995,u,mixed,16.07889377210848
uc1.b3435470,"Marlowe, Derek.",The memoirs of a Venus lackey.,1968,m,high_female,16.073294221650727
mdp.39015056477683,"Möring, Marcel.",The dream room / | $c: Marcel Möring.,2002,m,high_male,16.07200257152041
mdp.39015063076981,"Edwards, Bruce.",Rachel Noble's experience,1863,m,,16.067632372571314
uc1.b3548202,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,high_male,16.064923017925345
njp.32101068178001,"Hervey, Elizabeth",Amabel;,1814,f,mixed,16.064515092611927
uiuo.ark:/13960/t4pk0xm82,"Braddon, M. E.",Taken at the flood,1874,f,,16.063826939037774
mdp.39015002710260,"Powell, Anthony,",Venusberg.,1962,m,,16.059097478721696
mdp.39015066185250,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,high_male,16.05793287784057
uc1.b3477386,"Leslie, Doris.",The rebel princess.,1970,f,,16.057428922263153
uc1.$b103166,"Mitchison, Naomi,","When we became men, | $c: by Naomi Mitchison.",1965,f,high_male,16.05572571880249
mdp.39015059405376,"Hyne, Charles John Cutcliffe Wright,","The escape agents, | $c: by C. J. Cutcliffe Hyne.",1925,m,mixed,16.05480038531521
uiuo.ark:/13960/t6rx9ts9k,"Notley, F. E. M.",Forgotten lives,1875,f,high_female,16.054456717184692
mdp.39015064466108,"Borrow, George Henry,",Lavengro;,1851,m,mixed,16.053031662244216
uc2.ark:/13960/t3st7kj3b,"Ingelow, Jean,",Fated to be free,1875,f,,16.048273205803056
mdp.39015003688051,"Gordimer, Nadine.",Some Monday for sure / | $c: Nadine Gordimer.,1976,f,mixed,16.04759964942167
mdp.39015056287579,"McCann, Colum.",Dancer / | $c: Colum McCann.,2003,m,mixed,16.046856821920006
mdp.39015002272766,"Ellis, Alice Thomas.",The sin eater / | $c: Alice Thomas Ellis.,1977,f,high_female,16.04672807214609
uc1.$b389693,"Conrad, Joseph,",Romance | $c: [by] J. Conrad and F. M. Hueffer.,1923,m,,16.04629615251228
mdp.39015047112241,"Mawer, Simon.",A jealous God / | $c: by Simon Mawer.,1996,m,high_female,16.030332176361533
njp.32101064790858,"Smythies, Gordon,","Cousin Geoffrey, the old bachelor",1840,f,,16.030265140585424
uiuo.ark:/13960/t4kk9wv4b,"Prior, Herman L.",Overmatched,1876,m,mixed,16.019479687299757
uiuo.ark:/13960/t7qn6pv8d,"Oliphant,",The house on the moor,1861,f,mixed,16.016400794413478
mdp.39015063512498,"Cooke, W. Bourne.",Madam Domino,1907,u,high_male,16.014620406394542
uc1.b3325613,"Marsh-Caldwell, Anne,",Angela,1848,f,high_female,16.01058833575271
mdp.39015001057093,,Gon̈gu-Hrolfs saga / | $c: translated [from the Icelandic] by Hermann Pálsson and Paul Edwards.,1980,u,high_male,16.010566974202973
uiug.30112049778902,"Magnay, William, Sir, 2d bart.,",A poached peerage / | $c: by William Magnay.,1909,m,,16.01038896350521
uc2.ark:/13960/t1hh6j85s,"Normanby, Constantine Henry Phipps,",The contrast,1832,m,,16.009148084619785
uiuo.ark:/13960/t07w6z61z,"Norris, W. E.",Matrimony,1881,f,high_female,16.002363425982914
inu.32000009196009,"Kingsley, Henry,",Silcote of Silcotes,1867,m,,15.994183933115233
uiuo.ark:/13960/t4jm2ks9h,"Croker, B. M.",Mr. Jervis,1894,f,,15.992003998001
uc2.ark:/13960/t71v5d24b,"Goldsmith, Oliver,",The poems and plays of Oliver Goldsmith,1883,m,,15.987778231751728
uc2.ark:/13960/t4qj78t14,"Thayer, John Adams,",Getting on;,1911,m,high_male,15.987575369998172
uc2.ark:/13960/t1zc7w258,"Gillmore, Inez Haynes,",The Ollivant orphans,1915,f,high_female,15.985932379506034
uc1.b4974495,"Ellis, Alice Thomas.",Unexplained laughter / | $c: Alice Thomas Ellis.,1985,f,high_female,15.982951518380396
mdp.39015080881736,"Kilroy, Claire,",All names have been changed / | $c: Claire Kilroy.,2009,f,,15.978451916272912
uiuo.ark:/13960/t0ms4cr83,"Saunders, John,","Israel Mort, overman",1876,m,high_male,15.975226110892644
mdp.39015064951653,"Robson, Simon,",The separate heart : | short stories / | $c: Simon Robson.,2007,m,,15.975078876951954
uiuo.ark:/13960/t08w3w201,"Harris, Richard,",Mayfair to Millbank,1870,m,mixed,15.97472443600348
njp.32101068178977,"Hardinge, William Money,",Eugenia,1883,m,high_female,15.971980582635034
mdp.39015063946639,"Quiller-Couch, Arthur,","Nicky-Nan, reservist",1915,m,mixed,15.971719408833426
uiuo.ark:/13960/t6640711h,,The actress of the present day,1817,u,high_female,15.963178268793316
mdp.39015050917817,"Galt, John,",Lawrie Todd;,1830,m,,15.963081745490433
uiuo.ark:/13960/t2x354s13,"Ouida,",Friendship,1878,f,high_female,15.955143254393365
mdp.39015024775598,"Dickens, Monica,",Scarred / | $c: Monica Dickens.,1991,f,,15.9522903807689
uc1.32106019093969,"Stanley, Oliver",Hotel Victoire / | $c: Oliver Stanley,2007,m,,15.950350907719969
mdp.39015065546130,"Stevenson, Robert Louis,",The black arrow,1888,m,high_male,15.94995259319646
uiuo.ark:/13960/t4th95x1k,"Wood, Kate,",Sir Cyrus of Stonycleft,1867,f,,15.946674321070342
umn.31951002027310z,"Donnelly, Morwenna.",The dark descent.,1946,u,high_female,15.9409449301664
nyp.33433074895933,"Martineau, Harriet,",Dawn island,1845,f,high_male,15.938795027095953
mdp.39015064321436,"Snell, Joy",The ministry of angels here and beyond,1920,f,high_female,15.938795027095953
mdp.39015030854429,"Barker, A. L. (Audrey Lillian),","Femina real, | by A. L. Barker.",1971,f,,15.936059625380013
uiuo.ark:/13960/t7wm1w549,"Pickering, Percival,",A life awry,1893,f,high_female,15.935831717617065
mdp.49015002777382,"Jetmundsen, Norman.",The Soulbane stratagem : | diabolical subterfuge that threatens to destroy us / | $c: [Norman Jetmundsen].,2000,m,mixed,15.934509167322306
mdp.39015000632110,"Lawrence, D. H. (David Herbert),","The trespasser, | $c: by D. H. Lawrence.",1924,m,,15.93425979672437
nyp.33433067345771,"Eliot, George,",Daniel Deronda,1876,f,,15.92755239027054
mdp.39015031236485,"Hough, S. B. (Stanley Bennett),",No man Friday / | $c: Rex Gordon ; introd. by Alan Brien.,1977,m,high_male,15.922786732644164
mdp.39015015473195,"Bourdouxhe, Madeleine,","A nail, a rose and other stories / | $c: Madeleine Bourdouxhe ; translated and introduced by Faith Evans.",1989,f,,15.921031682853048
umn.319510020731917,"Punshon, E. R. (Ernest Robertson),",Secrets can't be kept.,1944,m,,15.916977047719095
mdp.39015043200776,"Irvine, Lucy,",Faraway / | $c: Lucy Irvine.,2000,f,mixed,15.91545709192768
uc2.ark:/13960/t1pg1k841,"Oliphant,",Harry Muir,1853,f,,15.913747488611724
inu.39000003523003,"Bradbury, Malcolm,",Eating people is wrong / | $c: by Malcolm Bradbury.,1959,m,mixed,15.905696890436255
uiuo.ark:/13960/t2697q61t,"Oliphant,",At his gates,1872,f,,15.90309712816571
uc1.b4315284,"Crocker, Aimée,",Without regrets.,1937,u,mixed,15.902918797250017
mdp.39015032509302,"Fine, Anne.",In cold domain / | $c: Anne Fine.,1994,f,,15.898503950778233
mdp.39015080892840,"King, Danny,",Blue collar / | $c: Danny King.,2009,m,,15.896706732255302
uc2.ark:/13960/t3bz64c64,"Baldwin, May.","Barbara Bellamy, a public school girl",1909,f,high_female,15.89588197307635
uc2.ark:/13960/t45q4tq9w,"Ransome, Arthur,",The soldier and death,1920,m,high_male,15.895724050230488
uiuo.ark:/13960/t1wd47k9n,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,high_female,15.894320429499858
inu.30000000209332,"Prichard, Katharine Susannah,",The black opal,1921,f,,15.893071415516404
njp.32101042640761,"Wood,",Seadrift,1871,f,,15.882890156578824
dul1.ark:/13960/t4pk1061h,,The three chances,1858,u,,15.881742104941663
mdp.39015016452909,"Balchin, Nigel,",In the absence of Mrs. Petersen.,1966,m,high_female,15.881742104941663
mdp.39015000609530,"Spark, Muriel.",The ballad of Peckham Rye.,1960,f,,15.881208559971414
mdp.39015053493857,"Neate, Patrick.",Twelve bar blues / | $c: Patrick Neate.,2001,m,,15.879802113235204
