htid,author,title,year,authgender,female_category,ni_gb_fraction
uiuo.ark:/13960/t7vm4nf3b,"Grey, Edward.",Dr. Sinclair's sister,1891,m,,0.0
uiuo.ark:/13960/t7vm4mt9r,"Fothergill, John M.",Gaythorne Hall,1884,m,mixed,0.0
uiuo.ark:/13960/t7vm4jc0r,"Old Sailor,","Topsail-sheet blocks, or, The naval foundling",1838,m,,0.0
uiuo.ark:/13960/t7vm4j977,,The adventurers,1825,u,,0.0
uiuo.ark:/13960/t7vm4j87s,"Chatterton, Georgiana,",Country coteries,1868,f,high_female,0.0
uiuo.ark:/13960/t7vm4j15p,"Byron, Henry J.",Paid in full,1865,m,mixed,0.0
uiuo.ark:/13960/t7vm4hj9x,"Banim, Michael,",The mayor of Wind-Gap ; and Canvassing,1835,m,mixed,0.0
uiuo.ark:/13960/t7tm7vq94,"Stretton, Hesba,",Paul's courtship,1867,m,,0.0
uiuo.ark:/13960/t7tm7vg71,"Nomad,",A railway foundling,1890,u,,0.0
uiuo.ark:/13960/t7tm7sn6z,"Oliphant,","The Athelings, or, The three gifts",1857,f,high_female,0.0
uiuo.ark:/13960/t7tm7sf49,"Norris, W. E.",Mademoiselle de Mersac,1880,f,mixed,0.0
uiuo.ark:/13960/t7tm7mb3d,"Grant, James,",Fairer than a fairy,1874,m,,0.0
uiuo.ark:/13960/t7tm7m78g,"Grant, James,",Under the red dragon,1872,m,mixed,0.0
uiuo.ark:/13960/t7tm7kq3x,"Edwards, Harry Bennett,",A tantalus cup;,1879,f,,0.0
uiuo.ark:/13960/t7tm7kd9s,"Dillwyn, E. A.",Jill,1884,f,high_female,0.0
uiuo.ark:/13960/t7vm4s321,"Majendie, Margaret,",Precautions,1887,f,mixed,0.0
uiuo.ark:/13960/t7vm4tf4w,"Oliphant,",May,1873,f,high_female,0.0
uiuo.ark:/13960/t7wm20x0v,"Collins, Wilkie,",The moonstone,1868,m,mixed,0.0
uiuo.ark:/13960/t7vm4v912,"Ley, Beatrice.",Fiesole; a novel,1886,f,high_female,0.0
uiuo.ark:/13960/t7wm1z13v,"Viles, Edward.",Blueskin,1866,m,high_male,0.0
uiuo.ark:/13960/t7wm1w549,"Pickering, Percival,",A life awry,1893,f,high_female,0.0
uiuo.ark:/13960/t7wm1w061,"Lee, Holme,",The Wortlebank diary,1860,f,,0.0
uiuo.ark:/13960/t7wm1vr9x,,"Husband hunting, or, The mother and daughters",1825,u,high_female,0.0
uiuo.ark:/13960/t7wm1sj6z,"Kevill-Davies, Albert.",Miss Blanchard of Chicago,1892,m,mixed,0.0
uiuo.ark:/13960/t7wm1p76p,"Gray, Arnold.",Periwinkle,1888,m,mixed,0.0
uiuo.ark:/13960/t7wm1m15p,"Besant, Walter",With harp and crown,1875,m,mixed,0.0
uiuo.ark:/13960/t7wm1k69f,"Baring-Gould, S.",Mrs. Curgenven of Curgenven,1893,m,high_female,0.0
uiuo.ark:/13960/t7wm1jp8t,"Bradshaw, John,",Roger North,1885,f,high_female,0.0
uiuo.ark:/13960/t7wm1jm9d,"Baring-Gould, S.",In the roar of the sea;,1892,m,,0.0
uiuo.ark:/13960/t7wm1jd68,"Armstrong, F. C.",The pirates of  The Foam,1863,m,,0.0
uiuo.ark:/13960/t7vm4x99r,"Wilkins, W. H.",The holy estate,1895,m,high_female,0.0
uiuo.ark:/13960/t7vm4x602,"Walker,","Cousin George, and other tales",1845,f,high_female,0.0
uiuo.ark:/13960/t7vm4wr4r,,"Tendring cottage, or, The rainbow at night",1853,u,high_female,0.0
uiuo.ark:/13960/t7vm4wc4t,"Combermere,",Shattered idols,1865,u,,0.0
uiuo.ark:/13960/t7vm4w671,"Savile, Charles Stuart,","Karah Kaplan; or, The Koordish chief",1842,m,high_male,0.0
uiuo.ark:/13960/t7vm4vg0t,"Pirkis, Catherine Louisa,",At the moment of victory,1889,f,,0.0
uiuo.ark:/13960/t7tm7kd7t,"Drewry, Edith Stewart.",On dangerous ground,1883,f,,0.0
uiuo.ark:/13960/t7tm7k25c,"Cuthbertson, Catherine.",Forest of Montalbano,1810,f,mixed,0.0
uiuo.ark:/13960/t7tm7j953,"Craik, Dinah Maria Mulock,",Avillion and other tales,1853,f,mixed,0.0
uiuo.ark:/13960/t7tm7hh2x,"Besant, Walter,",This son of Vulcan,1876,m,,0.0
uiuo.ark:/13960/t7rn3hn1f,"Doudney, Sarah,",A romance of Lincoln's Inn,1893,f,,0.0
uiuo.ark:/13960/t7rn3hh5k,"Black, Clementina.",Orlando,1880,f,high_female,0.0
uiuo.ark:/13960/t7rn3gm22,"Crawford, A.,",The lady of the bedchamber,1850,f,mixed,0.0
uiuo.ark:/13960/t7qn6s33c,"Strickland, Agnes,",How will it end?,1865,f,high_female,0.0
uiuo.ark:/13960/t7qn6r32g,"Reid, Mayne,",The child wife,1868,m,,0.0
uiuo.ark:/13960/t7qn6qt3z,"Braddon, M. E.",Mount Royal,1882,f,,0.0
uiuo.ark:/13960/t7qn6q45z,"Hunter, P. Hay",My ducats and my daughter,1884,m,,0.0
uiuo.ark:/13960/t7qn6pv8d,"Oliphant,",The house on the moor,1861,f,mixed,0.0
uiuo.ark:/13960/t7qn6pk7b,,"Mrs. Cleveland, and the St. Clairs, &c",1836,u,,0.0
uiuo.ark:/13960/t7qn6n524,"Le Fanu, Joseph Sheridan,",In a glass darkly,1872,m,high_male,0.0
uiuo.ark:/13960/t7qn6n28p,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are",1813,f,,0.0
uiuo.ark:/13960/t7qn6j37d,"Hardy, Iza Duffus.",A hero's work,1868,f,,0.0
uiuo.ark:/13960/t7qn6gr2p,"Douglas, John,",Measure for measure,1886,m,,0.0
uiuo.ark:/13960/t7qn6fb5b,"Belfast, Frederick Richard Chichester,",The farce of life,1852,m,,0.0
uiuo.ark:/13960/t7pn9qw7m,"Simpson, J. Palgrave","The lily of Paris, or, The king's nurse",1849,m,,0.0
uiuo.ark:/13960/t7pn9ph0w,"Parker, Hastings,",Bentley Priory,1859,f,high_female,0.0
uiuo.ark:/13960/t7pn9p41f,"James, G. P. R.",Agincourt,1844,m,,0.0
uiuo.ark:/13960/t7rn3k14n,"Hardy, Duffus,",Madge,1878,m,high_female,0.0
uiuo.ark:/13960/t7rn3mn3n,"Hart, Fanny Wheeler.",Freda,1878,f,high_female,0.0
uiuo.ark:/13960/t7rn3n53s,"Caffyn, Mannington,",A yellow aster,1894,f,high_female,0.0
uiuo.ark:/13960/t7sn0sx20,"Reid, Mayne,",The quadroon,1856,m,high_male,0.0
uiuo.ark:/13960/t7tm7h66t,"Carrington, Edmund Frederick John.",Confessions of an old maid,1828,m,high_female,0.0
uiuo.ark:/13960/t7sn0vn7n,,Yarndale,1872,u,,0.0
uiuo.ark:/13960/t7sn0vg3g,"West,",Alicia de Lacy;,1814,f,high_female,0.0
uiuo.ark:/13960/t7sn0v67t,"Cleishbotham, Jedediah,",New landlord's tales,1825,m,mixed,0.0
uiuo.ark:/13960/t7sn0tq36,"Nugent, Norman.",The amusements of a man of fashion,1873,m,,0.0
uiuo.ark:/13960/t7sn0tn1b,"Oliphant,",The last of the Mortimers,1862,f,high_female,0.0
uiuo.ark:/13960/t7sn0tm0d,"Smart, Hawley,",From post to finish,1884,m,mixed,0.0
uiuo.ark:/13960/t7sn0rm9x,"Ogle, Nathaniel.",Mariamne,1825,m,mixed,0.0
uiuo.ark:/13960/t7rn3pf5r,"Mathews, William,",The two homes,1859,m,mixed,0.0
uiuo.ark:/13960/t7sn0px4q,"Marryat, Florence,",A broken blossom,1879,f,,0.0
uiuo.ark:/13960/t7sn0g68r,"Caine, Hall,",A son of Hagar,1887,m,,0.0
uiuo.ark:/13960/t7sn0fs60,"Banks, G. Linnaeus","Wooers and winners, or, Under the scars",1880,f,,0.0
uiuo.ark:/13960/t7rn3tq31,"Yates, Edmund Hodgson,",The rock ahead,1868,m,mixed,0.0
uiuo.ark:/13960/t7rn3r81d,"Pardoe,",The Mardens ; and The Daventrys,1835,f,,0.0
uiuo.ark:/13960/t7rn3qf36,"Moore, Frederick H.",Mistress Haselwode,1876,m,mixed,0.0
uiuo.ark:/13960/t7rn3q28p,"Braddon, M. E.",Dead-sea fruit,1868,f,mixed,0.0
uiuo.ark:/13960/t7wm1zd3s,"Woollam, Wilfred.",All for naught,1890,m,,0.0
uiuo.ark:/13960/t7xk8k368,,Amat,1881,u,,0.0
uiuo.ark:/13960/t85h8313w,"Barrett, Eaton Stannard,",The metropolis,1819,m,,0.0
uiuo.ark:/13960/t83j44b8z,"Turner, Edward.","The intriguers, or, Pevensel",1873,m,,0.0
uiuo.ark:/13960/t83j43v3v,"Tabor, Eliza.",A man's mistake,1881,f,high_female,0.0
uiuo.ark:/13960/t83j43q9z,"Oliphant,",Within the precincts,1879,f,high_female,0.0
uiuo.ark:/13960/t83j42z5r,"Reynolds, Baillie,",The Ides of March,1892,f,,0.0
uiuo.ark:/13960/t83j42304,"Heighway, Osborn W. Trenery.","Adeline, or, the mysteries, romance, and realities of Jewish life",1854,m,high_female,0.0
uiuo.ark:/13960/t83j40d0b,"Martin, Herbert,",Britomart,1893,f,high_female,0.0
uiuo.ark:/13960/t83j3v84f,,The Golden calf,1849,u,mixed,0.0
uiuo.ark:/13960/t83j3sr8t,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,0.0
uiuo.ark:/13960/t82j72z1n,"Tabor, Eliza.",Hope Meredith,1874,f,high_female,0.0
uiuo.ark:/13960/t82j71x1s,"Ponsonby, Emily,",Pride and irresolution,1850,f,high_female,0.0
uiuo.ark:/13960/t82j6zf76,"Majendie, Margaret,",Precautions,1887,f,mixed,0.0
uiuo.ark:/13960/t82j6z08v,"Kelly, Tom,",Time and chance,1882,f,mixed,0.0
uiuo.ark:/13960/t82j6wt2w,"Hatton, Ann Julia (Kemble)","Secrets in every mansion, or, The surgeon's memorandum-book",1818,f,high_female,0.0
uiuo.ark:/13960/t82j6px37,"Banim, Michael,",The mayor of Wind-Gap ; and Canvassing,1835,m,mixed,0.0
uiuo.ark:/13960/t81k02w2m,"Wood, Henry,",The shadow of Ashlydyat,1863,f,high_female,0.0
uiuo.ark:/13960/t81k00j7q,"Payn, James,",Fallen fortunes,1876,m,,0.0
uiuo.ark:/13960/t81j9x38m,"King, Richard Ashe,",A Geraldine,1893,m,mixed,0.0
uiuo.ark:/13960/t81j9st2g,"Greville, Violet,",Creatures of clay,1885,f,high_female,0.0
uiuo.ark:/13960/t83j44628,"Roberts, Morley,",In low relief,1890,m,mixed,0.0
uiuo.ark:/13960/t84j0rz88,"Besant, Walter,",All in a garden fair;,1883,m,,0.0
uiuo.ark:/13960/t7xk8mq77,"Chorley, Henry Fothergill,",A prodigy,1866,m,,0.0
uiuo.ark:/13960/t84j0tn5m,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,0.0
uiuo.ark:/13960/t85h81r5f,"Lauder, Thomas Dick,",Lochandhu,1825,m,mixed,0.0
uiuo.ark:/13960/t85h80x39,"Tasma,",Not counting the cost,1895,u,high_female,0.0
uiuo.ark:/13960/t85h7x25v,"Goodrich, A. M.","Gwen, or, The cousins",1855,u,high_female,0.0
uiuo.ark:/13960/t85h7wt97,"Hawker, Edward,","Arthur Montague, or, An only son at sea",1850,m,,0.0
uiuo.ark:/13960/t85h7w943,"Ouida,",Syrlin,1890,f,,0.0
uiuo.ark:/13960/t85h7vs9c,"Cambridge, Ada,",A mere chance,1882,f,high_female,0.0
uiuo.ark:/13960/t85h7tc1q,"Baring-Gould, S.",Mrs. Curgenven of Curgenven,1893,m,high_female,0.0
uiuo.ark:/13960/t84j16577,"Gray, Maxwell,",The last sentence,1893,f,,0.0
uiuo.ark:/13960/t84j14r4k,"Stocker, C. H. D.",Between the acts,1884,u,high_female,0.0
uiuo.ark:/13960/t84j14f6h,"Sewell, William,",Hawkstone,1845,m,,0.0
uiuo.ark:/13960/t84j13q2r,"Prickett,",Warwick Castle,1815,f,mixed,0.0
uiuo.ark:/13960/t84j12g5n,"Murray, David Christie,",Hearts,1883,m,high_male,0.0
uiuo.ark:/13960/t84j12493,"Mills, John,","The old hall, or, Our hearth and homestead",1845,m,,0.0
uiuo.ark:/13960/t84j1244p,"Merrick, Leonard,",The man who was good,1892,m,high_female,0.0
uiuo.ark:/13960/t84j10t3b,"Knight, Wynter Frore.",Our vicar,1879,u,mixed,0.0
uiuo.ark:/13960/t84j0zr25,"Eliot, George,",Adam Bede,1899,f,mixed,0.0
uiuo.ark:/13960/t84j0w803,"Gore,","Greville, or, A Season in Paris",1841,f,,0.0
uiuo.ark:/13960/t81j9s90s,"Fothergill, Jessie,",From Moor isles,1888,f,high_female,0.0
uiuo.ark:/13960/t81j9rb38,"Thomas, Annie,","No hero, but a man",1894,f,,0.0
uiuo.ark:/13960/t81j9qn5v,"Corkran, John Frazer,","East and West, or, Once upon a time",1861,m,,0.0
uiuo.ark:/13960/t81j9q53m,"Collins, Mortimer,",Miranda,1873,m,mixed,0.0
uiuo.ark:/13960/t7zk5t18d,"Neil, Ross,",Carleton Grange,1866,f,,0.0
uiuo.ark:/13960/t7zk5qn87,"Gissing, Algernon,",Between two opinions,1893,m,,0.0
uiuo.ark:/13960/t7zk5qm98,"Gerard, E. D.",Reata,1880,f,mixed,0.0
uiuo.ark:/13960/t7zk5pn7b,"Curtois, Margaret Anne.",The romance of a country,1893,f,high_male,0.0
uiuo.ark:/13960/t7zk5nt75,,Constancy and contrition,1844,u,,0.0
uiuo.ark:/13960/t7zk5nn5z,"Clarke, Charles.",A box for the season,1864,m,high_male,0.0
uiuo.ark:/13960/t7zk5mm4m,"Carter, Mary Elizabeth.",Mrs. Severn,1889,m,high_female,0.0
uiuo.ark:/13960/t7zk5mf2d,"Bates, E. Katherine",George Vyvian,1890,f,mixed,0.0
uiuo.ark:/13960/t7xk9038k,"Wingfield, Lewis,",Barbara Philpot,1885,m,mixed,0.0
uiuo.ark:/13960/t7xk8z69m,"Norris, W. E.",Miss Wentworth's idea,1891,f,,0.0
uiuo.ark:/13960/t7xk8z63q,"Senior, Henry.",Charles Vernon;,1849,m,,0.0
uiuo.ark:/13960/t7xk8z26c,Sejanus.,Littledale,1878,u,,0.0
uiuo.ark:/13960/t7xk8tj3j,"Lennox, William Pitt,",The tuft-hunter,1843,m,mixed,0.0
uiuo.ark:/13960/t7xk8tg1p,"Kelty, Mary Ann,",The story of Isabel;,1826,f,,0.0
uiuo.ark:/13960/t7xk8nz0d,"Daniel, Mackenzie,",Gertrude Cameron,1853,f,high_female,0.0
uiuo.ark:/13960/t7xk8n02t,"Collins, Mabel,",Juliet's lovers,1893,f,high_female,0.0
uiuo.ark:/13960/t7xk8mz00,"Corelli, Marie,",Ardath,1889,f,high_male,0.0
uiuo.ark:/13960/t7zk5vm8f,"Lytton, Rosina Bulwer Lytton,",The peer's daughters,1849,f,,0.0
uiuo.ark:/13960/t7zk5vs95,"St. Aubyn, Alan.",The junior dean,1891,f,mixed,0.0
uiuo.ark:/13960/t7zk5wn5v,"Braddon, M. E.",The lady's mile,1866,f,high_female,0.0
uiuo.ark:/13960/t80k2xk88,"Mills, John,",Too fast to last,1881,m,high_male,0.0
uiuo.ark:/13960/t80k32n48,"Chamier, Frederick,",Passion and principle,1842,m,high_female,0.0
uiuo.ark:/13960/t80k31t81,"West,",The infidel father,1802,f,high_female,0.0
uiuo.ark:/13960/t80k31m2f,"Tabor, Eliza.",The blue ribbon,1873,f,high_female,0.0
uiuo.ark:/13960/t80k30r96,"Scott, Walter,","Anne of Geierstein, or, The maiden of the mist",1829,m,,0.0
uiuo.ark:/13960/t80k30p2x,"Edgeworth, Maria,",Tales of real life,1810,f,high_female,0.0
uiuo.ark:/13960/t80k3088f,"Reid, Mayne,","Lost Lenore, or, The adventures of a rolling stone",1864,m,mixed,0.0
uiuo.ark:/13960/t80k3075j,"Reid, Mayne,",Gwen Wynn,1877,m,mixed,0.0
uiuo.ark:/13960/t80k2wj2h,"MacDonald, George,",What's mine's mine,1886,m,mixed,0.0
uiuo.ark:/13960/t7zk5ws9k,"Montgomery, Florence,",Seaforth,1878,f,,0.0
uiuo.ark:/13960/t7zk61690,"Merlin, pseud.","Strayed, but not lost",1876,u,mixed,0.0
uiuo.ark:/13960/t7zk60x33,"Westall, William,",Her two millions,1887,m,mixed,0.0
uiuo.ark:/13960/t7zk60h46,"Trollope, Frank.",Old times revived;,1870,m,mixed,0.0
uiuo.ark:/13960/t7zk60448,"Ormsby, Anne.",The soldier's family,1807,f,,0.0
uiuo.ark:/13960/t7zk6026b,"Sewell, Elizabeth Missing,",Margaret Percival,1847,f,high_female,0.0
uiuo.ark:/13960/t7zk5z20n,"MacDonald, George,",St. George and St. Michael,1876,m,,0.0
uiuo.ark:/13960/t7zk5x86t,"James, G. P. R.","Beauchamp: or, The error",1848,m,,0.0
uiuo.ark:/13960/t8mc9hw33,"Phillpotts, Eden,",Some every-day folks,1894,m,,0.0
uiuo.ark:/13960/t8mc9hz2h,"Lytton, Rosina Bulwer Lytton,",Very successful!,1856,f,mixed,0.0
uiuo.ark:/13960/t8mc9k22p,"Smart, Hawley,",Bound to win,1877,m,,0.0
uiuo.ark:/13960/t97663t4q,"Holstein, Anthony Frederick,","The inhabitants of Earth, or, The follies of woman",1811,m,high_female,0.0
uiuo.ark:/13960/t97661p1n,"Merrywhistle, Marmaduke.",Isn't it odd?,1822,m,,0.0
uiuo.ark:/13960/t9765wb33,"Harding, Anne Raikes,",Realities,1825,f,high_female,0.0
uiuo.ark:/13960/t9765vz66,"Goulburn, Edward,",Frederick de Montford,1811,m,,0.0
uiuo.ark:/13960/t9765vr32,"Gore,",The birthright and other tales,1844,f,,0.0
uiuo.ark:/13960/t9765rp3x,"Briscoe,",The young bride. A novel,1857,f,high_female,0.0
uiuo.ark:/13960/t96694b6n,"Huish, Robert,",Fitzallan,1832,m,,0.0
uiuo.ark:/13960/t96694947,"Wraxall, Lascelles,","Fides, or, The beauty of Mayence",1866,m,,0.0
uiuo.ark:/13960/t96693c56,"Spender, John Kent,",A modern Quixote,1894,f,mixed,0.0
uiuo.ark:/13960/t96692w5h,"Roche, Regina Maria,",The discarded son;,1807,f,,0.0
uiuo.ark:/13960/t96691q1x,"Oliphant,",A poor gentleman,1889,f,mixed,0.0
uiuo.ark:/13960/t96691g9n,"Kavanagh, Julia,",Dora,1868,f,high_female,0.0
uiuo.ark:/13960/t9669120x,"Neville, Mary.","Arthur, or, A knight of our own day",1876,f,high_female,0.0
uiuo.ark:/13960/t96690h86,"Braddon, M. E.",Dead-sea fruit,1868,f,mixed,0.0
uiuo.ark:/13960/t96690g4t,"Maughan, Janet.",The co-heiress,1866,f,high_female,0.0
uiuo.ark:/13960/t9668zn67,"Linton, E. Lynn",Through the long night,1889,f,high_female,0.0
uiuo.ark:/13960/t9668zj9b,"Lever, Charles James,","Diary and notes of Horace Templeton, esq",1848,m,high_male,0.0
uiuo.ark:/13960/t9668v17d,"[Gore,",Pin money;,1831,f,high_female,0.0
uiuo.ark:/13960/t9766382k,,Poor Nellie,1887,f,,0.0
uiuo.ark:/13960/t9766490g,"Lee, Holme,",Mrs. Denys of Cote,1880,f,,0.0
uiuo.ark:/13960/t9960678m,,"Tendring cottage, or, The rainbow at night",1853,u,high_female,0.0
uiuo.ark:/13960/t97664b4v,"Stevens, Grace Buchanan.","Llewellen, or, The vale of Phlinlimmon",1818,f,high_female,0.0
uiuo.ark:/13960/t99604r14,,"The picaroon, or, The merchant smuggler",1845,u,,0.0
uiuo.ark:/13960/t99604q44,"Payn, James,",Walter's word;,1875,m,,0.0
uiuo.ark:/13960/t9960352k,"Braddon, M. E.",Sir Jasper's tenant,1865,f,,0.0
uiuo.ark:/13960/t9863652n,"Pemberton, T. Edgar",A very old question,1877,m,mixed,0.0
uiuo.ark:/13960/t9863643p,"Farjeon, B. L.",Aaron the Jew,1894,m,mixed,0.0
uiuo.ark:/13960/t98635n8d,"Tabor, Eliza.",Jeanie's quiet life,1868,f,high_female,0.0
uiuo.ark:/13960/t98635387,"Oliphant,",Within the precincts,1879,f,high_female,0.0
uiuo.ark:/13960/t9863513x,"Skene, Felicia,",The tutor's ward,1851,f,high_female,0.0
uiuo.ark:/13960/t98634x54,"Sedley, Charles,",The barouche driver and his wife,1807,m,,0.0
uiuo.ark:/13960/t98633x3r,"McCarthy, Justin,",The riddle ring,1896,m,mixed,0.0
uiuo.ark:/13960/t98633q2k,"Payn, James,",Kit,1883,m,mixed,0.0
uiuo.ark:/13960/t98632q82,"Moore, George,",Grasville Abbey,1801,m,mixed,0.0
uiuo.ark:/13960/t98631g4k,"Loudon,",Stories of a bride;,1829,f,,0.0
uiuo.ark:/13960/t9862wm3v,"Glaister, Elizabeth.",The perfect path,1884,f,high_female,0.0
uiuo.ark:/13960/t9862vx7d,"Downes, Joseph.",The mountain Decameron,1836,m,mixed,0.0
uiuo.ark:/13960/t9862sg0c,"Besant, Walter,",Ready-money Mortiboy,1872,m,,0.0
uiuo.ark:/13960/t97664r09,"Smith, J. F.",Stanfield Hall,1888,m,,0.0
uiuo.ark:/13960/t9668ts7v,"Gilbert, William,","The inquisitor, or, The struggle in Ferrara",1870,m,,0.0
uiuo.ark:/13960/t9668t37w,"Ouida,",Friendship,1878,f,high_female,0.0
uiuo.ark:/13960/t9668r34m,"Chatterton, Georgiana,",The lost bride,1872,f,high_female,0.0
uiuo.ark:/13960/t9572451c,"Croffts,",Ankerwick Castle,1800,f,mixed,0.0
uiuo.ark:/13960/t9474qk0r,"Craik, Dinah Maria Mulock,",The Ogilvies,1849,f,,0.0
uiuo.ark:/13960/t9474q59q,"Colquhoun, Katharine.","Maurice, the Elector of Saxony",1844,f,,0.0
uiuo.ark:/13960/t9474p24j,"Byron, Henry J.",Paid in full,1865,m,mixed,0.0
uiuo.ark:/13960/t9474p035,"Charlton, Mary.",The homicide,1805,f,high_female,0.0
uiuo.ark:/13960/t93781k15,"Wood, Henry,",The shadow of Ashlydyat,1863,f,high_female,0.0
uiuo.ark:/13960/t93781458,"Sergeant, Adeline,",Seventy times seven,1888,f,,0.0
uiuo.ark:/13960/t9377zj20,"Braddon, M. E.",All along the river,1893,f,,0.0
uiuo.ark:/13960/t9377zh6g,"MacDonald, George,",St. George and St. Michael,1876,m,,0.0
uiuo.ark:/13960/t9377vt5s,"Kelty, Mary Ann,",The story of Isabel;,1826,f,,0.0
uiuo.ark:/13960/t9377rb8q,"Gore,",Preferment;,1840,f,mixed,0.0
uiuo.ark:/13960/t9377qv1n,"Field, Julian Osgood,",Little hand and muckle gold,1889,m,high_female,0.0
uiuo.ark:/13960/t9377qf6p,"Dickens, Helen.",Wild wood;,1872,f,mixed,0.0
uiuo.ark:/13960/t9377n37v,"Brooke, Emma.",Life the accuser,1896,f,,0.0
uiuo.ark:/13960/t9377n36c,"Boldrewood, Rolf,",A colonial reformer,1890,m,high_male,0.0
uiuo.ark:/13960/t9377mx6q,"Beale, Anne.",Restitution,1889,f,,0.0
uiuo.ark:/13960/t92811k3h,"Hatton, Ann Julia (Kemble)","Cambrian pictures, or, Every one has errors",1810,f,mixed,0.0
uiuo.ark:/13960/t92810r8r,"Woods, Margaret L.",Esther Vanhomrigh,1891,f,,0.0
uiuo.ark:/13960/t9474r030,,The Curate of Sadbrooke,1865,u,mixed,0.0
uiuo.ark:/13960/t9474rb1h,"Ouida,",Tricotrin,1869,f,,0.0
uiuo.ark:/13960/t9474rt85,"Fenton, J. D.",Memoirs of a lady in waiting,1860,u,mixed,0.0
uiuo.ark:/13960/t9571s43c,"Black, Clementina.",Orlando,1880,f,high_female,0.0
uiuo.ark:/13960/t95722h9w,"Tabor, Eliza.",Hester's sacrifice,1866,f,high_female,0.0
uiuo.ark:/13960/t95722b09,"Nomad,",A railway foundling,1890,u,,0.0
uiuo.ark:/13960/t95721n6t,"Reid, Mayne,","Lost Lenore, or, The adventures of a rolling stone",1864,m,mixed,0.0
uiuo.ark:/13960/t95721m3x,"Reid, Mayne,",The child wife,1868,m,,0.0
uiuo.ark:/13960/t9571xm8q,,Lady Selina Clifford,1851,f,high_female,0.0
uiuo.ark:/13960/t9571t22d,"Gore,","The heir of Selwood, or, Three epochs of a life",1838,f,,0.0
uiuo.ark:/13960/t9571sn90,"Fetherstonhaugh,",Kingsdene,1878,f,high_female,0.0
uiuo.ark:/13960/t9571rw87,"Cursham, Mary Anne.",Norman Abbey,1832,f,,0.0
uiuo.ark:/13960/t9474s15t,"Godwin, William,",Things as they are;,1816,m,mixed,0.0
uiuo.ark:/13960/t9571c66r,"Zola, Émile,",Piping hot!,1888,m,high_female,0.0
uiuo.ark:/13960/t94751j3v,"Payn, James,",The talk of the town,1885,m,,0.0
uiuo.ark:/13960/t94751g10,"Norris, W. E.",Billy Bellew,1895,f,,0.0
uiuo.ark:/13960/t9474zg09,"Oliphant, Laurence,",Altiora Peto,1883,m,,0.0
uiuo.ark:/13960/t9474x070,"McCarthy, Justin H.",The Waterdale neighbours,1867,m,mixed,0.0
uiuo.ark:/13960/t9474wz74,"Lucy, Henry W.",Gideon Fleyce,1883,m,high_male,0.0
uiuo.ark:/13960/t9474sq87,"Hardinge, William Money,",Eugenia,1883,m,high_female,0.0
uiuo.ark:/13960/t9960609z,"Payn, James,",Under one roof,1879,m,,0.0
uiuo.ark:/13960/t99606r2f,"Westall, William,",Trust-money,1892,m,,0.0
uiuo.ark:/13960/t9280z88p,"Riddell, J. H.,",The senior partner,1881,f,high_male,0.0
uiuo.ark:/13960/t9g459825,"McCarthy, Justin,",The riddle ring,1896,m,mixed,0.0
uiuo.ark:/13960/t9g456q2r,"Lefroy, Ella Napier.",A Scots thistle,1892,f,high_female,0.0
uiuo.ark:/13960/t9g452p34,"Fenn, George Manville,",The sapphire cross,1871,m,,0.0
uiuo.ark:/13960/t9g452016,"Curtois, Margaret Anne.",Tracked,1888,f,,0.0
uiuo.ark:/13960/t9g450k2g,"Beale, Anne.",Country landlords,1860,f,high_female,0.0
uiuo.ark:/13960/t9g450b9q,"Bunbury, Selina,",Sir Guy d'Esterre,1858,f,mixed,0.0
uiuo.ark:/13960/t9g45077d,"Carr, Alice Vansittart (Strettell),",Margaret Maliphant,1889,f,mixed,0.0
uiuo.ark:/13960/t9g44zz14,"Grey, Oliver.",A virgin widow,1886,m,high_female,0.0
uiuo.ark:/13960/t9g44zp8x,"Barrett, Frank,",Lieutenant Barnabas,1881,m,mixed,0.0
uiuo.ark:/13960/t9f48bh0k,"Wood, Henry,",The house of Halliwell,1890,f,high_female,0.0
uiuo.ark:/13960/t9f48bd07,"Wilkins, W. H.",The forbidden sacrifice,1893,m,high_female,0.0
uiuo.ark:/13960/t9f48b57g,"Turner, Edward.","The intriguers, or, Pevensel",1873,m,,0.0
uiuo.ark:/13960/t9f48648v,"Macquoid, Katharine S.",At the red glove,1885,f,high_female,0.0
uiuo.ark:/13960/t9f485t6f,"Lemon, Mark,","Falkner Lyle, or, The story of two wives",1866,m,,0.0
uiuo.ark:/13960/t9f482p8c,"Hall, S. C.,",The outlaw,1835,f,high_female,0.0
uiuo.ark:/13960/t9f48299x,"Goulburn, Edward,",Frederick de Montford,1811,m,,0.0
uiuo.ark:/13960/t9f481w8n,"Francis, Sophia L.","Angelo Guicciardini, or, The bandit of the Alps",1809,f,,0.0
