htid,author,title,year,authgender,female_category,geo_range
mdp.39015009375588,"Konstantinović, Radomir.",Exitus: | a novel;,1966,u,high_male,3044.334516182937
uiuo.ark:/13960/t13n2s72x,"Roche, Regina Maria,",The discarded son;,1807,f,,3040.4924754247827
njp.32101064790742,"Stepney, Catherine Pollock Manners,",The courtier's daughter,1838,f,,2986.681945159053
mdp.39015012192483,"Farah, Nuruddin,",From a crooked rib.,1970,m,high_female,2944.2616723520705
uiuo.ark:/13960/t83j40d0b,"Martin, Herbert,",Britomart,1893,f,high_female,2936.2436965205975
uiuo.ark:/13960/t1gh9rg2b,"Alford, Elizabeth M.",Netherton-on-Sea,1869,f,,2936.096811251798
uiuo.ark:/13960/t4pk1095s,"Macquoid, Katharine S.",Beside the river,1881,f,high_female,2928.3149755302065
uiuo.ark:/13960/t8w95tz11,"Walker, George,",Don Raphael,1803,m,mixed,2919.4700125409327
mdp.39015033860209,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,,2909.252606551322
uiuo.ark:/13960/t7kp8nf32,"Stanhope, Louisa Sidney.",The festival of Mora,1821,f,mixed,2897.296722556499
uc1.$b301794,"Mantle, Winifred.","Happy is the house, | a novel.",1951,f,high_female,2886.3207181968205
mdp.39015063559390,"Oliphant,",A little pilgrim in the unseen,1883,f,high_female,2878.7374957104134
uiuo.ark:/13960/t62528d7m,"Taylor, Ida A.",Allegiance,1886,f,mixed,2871.3491482963886
uc2.ark:/13960/t9765ch2n,"Hone, William,","The report at large of the coroner's inquest on Jane Watson, shot at Mr. Robinson's address, &c",1815,m,high_male,2867.211687960794
mdp.39015030110863,"Richter, Hans Peter,",The time of the young soldiers / | $c: Hans Peter Richter ; translated by Anthea Bell.,1976,m,high_female,2852.7316821756026
uc1.$b15245,"Herbart, Pierre.","Halcyon / | $c: Pierre Herbart, translated by Agnes Mackay, illustrated by John Harrison.",1948,m,high_male,2842.316954497951
uiuo.ark:/13960/t7vm4nf3b,"Grey, Edward.",Dr. Sinclair's sister,1891,m,,2839.8683297460448
uiuo.ark:/13960/t0ms49j16,"Oliphant,",A poor gentleman,1889,f,mixed,2821.464081825538
mdp.39015059377278,"[Hockley, William Browne]",Pandurang Hàrì,1873,m,mixed,2811.988955860201
uiuo.ark:/13960/t4wh37g7t,"Walford, Lucy Bethia,",The baby's grandmother,1884,f,mixed,2773.8862896120345
inu.30000110548736,"McCourt, Frank.",Angela and the baby Jesus / | $c: Frank McCourt ; illustrated by Loren Long.,2007,m,high_female,2767.6523316638086
uiuo.ark:/13960/t3514n62j,"Oliphant,",The second son,1888,f,mixed,2765.583626416009
uiuo.ark:/13960/t3zs3358q,"Curtois, Margaret Anne.",Tracked,1888,f,,2749.9537478923594
hvd.hnmy63,"Crombie, Alexander,","The strike, or, A dialogue between Andrew Plowman and John Treadle",1834,m,high_male,2748.8311533824485
mdp.39015031886198,"Alverdes, Paul,","The whistlers' room, | $c: by Paul Alverdes.",1929,m,high_male,2744.5340509676057
mdp.39015056162525,"Di-Nur, Shelomoh.",Adiel / | $c: Shlomo DuNour ; translated by Philip Simpson.,2002,u,high_male,2742.1280930275466
uiuo.ark:/13960/t9571sn90,"Fetherstonhaugh,",Kingsdene,1878,f,high_female,2700.17350439483
uiuo.ark:/13960/t1bk1zz7x,"Ponsonby, Emily,",Violet Osborne,1865,f,high_female,2681.1301014289925
uiuo.ark:/13960/t0cv52b6x,"Craik, Georgiana M.",Sydney,1881,f,high_female,2674.633527933883
uiuo.ark:/13960/t6sx6xq74,"Smedley, Menella Bute,",The story of a family,1851,f,,2666.867955407341
mdp.39015060095018,"Jelinek, Elfriede,",Lust / | $c: Elfriede Jelinek ; translated by Michael Hulse.,1992,f,high_male,2658.097549617166
uiuo.ark:/13960/t4pk0ww49,"Maberly,",The love-match,1841,f,high_female,2656.641194418461
inu.39000005590711,"Price, Merlin.",Folktales and legends of Gloucestershire / | $c: by Merlin Price ; and illustrated by Kate Fitzsimons.,1984,m,high_male,2649.595689310115
hvd.hn489f,"Kilner, Mary Ann,",Memoirs of a peg-top,1828,f,high_male,2639.4117406771097
uiuo.ark:/13960/t0ht3636k,"Mills, John,",Too fast to last,1881,m,high_male,2621.591160340677
mdp.39015018939408,"Grey, Elorin,",Jordan : | a novel / | $c: Elorin Grey.,1989,u,,2607.131067953932
uc1.$b236084,"Compton-Burnett, I. (Ivy),",Two worlds and their ways.,1949,f,,2600.083629397503
uc2.ark:/13960/t6sx65p3n,"Marsh, John B.,",The life and adventures of Robin Hood,1865,m,high_male,2588.246426141595
inu.30000124594304,"Davies, Deborah Kay.","Grace, Tamar & Laszlo the beautiful / | $c: Deborah Kay Davies.",2008,f,high_female,2583.157313843382
wu.89100097930,"Duhamel, Georges,",The new book of martyrs,1918,u,high_male,2563.748754232526
mdp.39015065250717,"James, G. P. R.",Charles Tyrrell;,1839,m,,2549.2202166182055
uc1.$b391214,"Agunwa, Clement,",More than once: | a novel.,1967,m,high_male,2513.0128612289104
uc2.ark:/13960/t0000c64z,"Holme, Constance.",Beautiful end,1918,f,,2510.9805222076507
uc1.32106010943360,"Darvas, Robert.",Right through the pack : | a bridge fantasy / | $c: by Robert Darvas and Norman de V. Hart ; introduction by Guy Ramsey.,1978,m,,2507.305158992623
uiuo.ark:/13960/t2794jb5n,"Farjeon, B. L.",In a silver sea,1886,m,,2462.2669497378656
uc2.ark:/13960/t1vd6qn4c,"Robinson, Emma,","The armourer's daughter, or, The border riders",1850,f,mixed,2451.4436504754935
nyp.33433082533963,"Edgeworth, Maria,","The parent's assistant, or, Stories for children",1822,f,,2417.025100360728
uiuo.ark:/13960/t3320bg14,"Grey, Edward.",Dr. Sinclair's sister,1891,m,,2412.444041577019
mdp.39015063751930,"Banim, John,",The smuggler;,1831,m,mixed,2404.4210635199433
uiuo.ark:/13960/t18k7ps90,"Grant, Louisa Keir.",Charles Stanley,1854,f,high_female,2373.798962148831
