htid,author,title,year,authgender,female_category,transit
uiuo.ark:/13960/t6j10mc9g,,The Navy  at home.,1831,u,high_male,2.2179096201829775
nyp.33433067294722,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,mixed,2.2163120567375887
nyp.33433074875968,"Macdonald, Diana Louisa.","Villa Verocchio; or, The youth of Leonardo da Vinci",1850,f,mixed,2.2153791621436008
uiuo.ark:/13960/t6ww81c96,"Siddons, Henry,",Virtuous poverty,1804,m,mixed,2.2142509189141313
mdp.39015082751408,"Clark, Cassandra.",Hangman blind / | $c: Cassandra Clark.,2008,f,,2.2126178218990162
uiuo.ark:/13960/t8bg39w1x,"Siddons, Henry,","The maid, wife, and widow",1806,m,mixed,2.2123893805309733
uc1.b3073043,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,2.2115412968478165
uc1.b3331992,"Paterson, Arthur,",The daughter of the Nez Percés,1894,m,mixed,2.2107264447097315
uiuo.ark:/13960/t48p6k665,"Acton, Eugenia de,",The microcosm,1801,f,,2.2106287028030773
mdp.39015038426048,"Wickham, Madeleine,",The tennis party / | $c: Madeleine Wickham.,1995,f,,2.2095297016030138
uc2.ark:/13960/t4fn11h9b,"Burnett, Frances Hodgson,","Natalie, and other stories",1879,f,high_female,2.2086756780634333
mdp.39015046311257,"McHardy, Stuart.",The silver chanter and other piper tales / | $c: by Stuart McHardy.,2004,m,high_male,2.2086268966583473
osu.32435070795778,"Weyman, Stanley John,","The Castle Inn, | $c: by Stanley J. Weyman.",1927,m,high_male,2.208529340312286
uiuo.ark:/13960/t6154xz35,"Davenport, Selina,",The hypocrite;,1814,f,high_female,2.2071157411494657
mdp.39015053659192,"Edgeworth, Maria,",Tales of fashionable life,1809,f,,2.2066774058300416
uc1.b3598647,"Berto, Guiseppe.",The brigand / | $c: by Giuseppe Berto ; translated by Angus Davidson.,1951,m,high_female,2.206580021624484
nyp.33433074920582,"Bailey, H. C.",THe master of gray,1903,m,high_male,2.204804268501064
uc1.$b476991,"Wickert, Erwin,",The heavenly mandate : | a novel / | $c: Erwin Wickert; translated by James Kirkup.,1964,m,high_male,2.2039377020276225
nyp.33433082225586,"Smollett, T.",The works of Tobias Smollett,1895,m,mixed,2.2032983376114044
mdp.39015027528697,"Lucas, Charles,",The infernal Quixote,1801,m,high_male,2.202643171806167
dul1.ark:/13960/t9n30fj0r,"Linton, E. Lynn",Under which Lord?,1879,f,high_female,2.201964152023605
inu.30000066054184,"Praed, Campbell,",The head station;,1885,f,,2.201818702248057
uiuo.ark:/13960/t6543995p,"Palmer, John,",Like master like man,1811,m,mixed,2.2007526574088336
nyp.33433074943758,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,2.19995380097018
uiuo.ark:/13960/t7np2rz8s,"Helme, Elizabeth,",St. Margaret's cave,1801,f,mixed,2.1999296022527277
inu.30000047566116,"Kentish,",The maid of the village,1835,f,,2.1996392591614975
uiuo.ark:/13960/t6xw53365,"Westall, William,",Roy of Roy's court,1892,m,,2.1989620898935702
mdp.39015070528594,"Donatti, Arthur Louis.","The orphan of Novogorod, an Illyrian tale",1841,m,high_male,2.1985753231905725
mdp.39015073480447,"Henty, G. A.",When London burned,1895,m,high_male,2.198539070787462
nyp.33433074913280,"Hervey, Elizabeth,",The Mourtray family,1800,f,high_female,2.197802197802198
njp.32101067645588,"Hill, G. D.","Scenes of 1792; or, A tale of revolution",1848,u,,2.195919980675904
uc1.b3327534,"Noel, Augusta,",The story of Wandering Willie,1870,f,,2.193992847583317
nnc1.cr00325899,"Taylor, Meadows,",Confessions of a thug,1879,m,high_male,2.1939527349449137
mdp.39015078783464,"Griffiths, Elly.",The crossing places / | $c: Elly Griffiths.,2009,f,high_female,2.1925016443762333
inu.30000110586488,,Scottish folk and fairy tales : | from Burns to Buchan / | $c: selected and edited by Gordon Jarvie.,2008,u,,2.1921171467403218
uiuo.ark:/13960/t9377n36c,"Boldrewood, Rolf,",A colonial reformer,1890,m,high_male,2.1920450684466073
mdp.39015035080772,"Rivolier, Jean.",Emperor penguins. | $c: Translated from the French by Peter Wiles.,1956,f,high_male,2.191972994892703
mdp.39076005253906,"Adams, Richard,",Shardik / | $c: Richard Adams.,1974,m,high_male,2.1901407165410376
mdp.49015003174084,"Horwood, William.",The willows in winter / | $c: William Horwood ; illustrated by Patrick Benson.,1995,m,high_male,2.1897890138285176
uc2.ark:/13960/t6pz5f120,"Meredith, George,",Farina,1865,m,,2.189141856392294
mdp.39015080850053,"Sutton, Michael.",The recluse / | $c: Michael Sutton.,2009,m,high_male,2.1871149766343216
uiuo.ark:/13960/t2w38cx1m,"Sewell, Elizabeth Missing,",Cleve Hall,1855,f,,2.187099031844162
nyp.33433081959060,"Buntline, Ned,","Cruisings, afloat and ashore;",1851,u,high_male,2.1860312602470215
mdp.39015030707270,"Meredith, George,",Lord Ormont and his Aminta,1894,m,,2.1852191774835017
nyp.33433074943733,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,2.1819530661895463
mdp.39015014538378,"Steel, Flora Annie Webster,",Tales of the Punjab told by the people,1894,f,high_male,2.181500872600349
njp.32101075689008,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,2.180264248026861
uiuo.ark:/13960/t2697np18,"Lytton, Rosina Bulwer Lytton,","Miriam Sedley; or, The tares and the wheat",1851,f,,2.180121650788114
uiuo.ark:/13960/t2891g872,"Baxter, Francis Willoughby,","Percy Lockhart, or, The hidden will",1872,m,high_male,2.1800265963244754
uc1.32106016517119,"Pérez-Reverte, Arturo",The fencing master / | $c: Arturo Pérez-Reverte ; translated from the Spanish by Margaret Jull Costa,1999,m,high_male,2.178672970293794
uc1.b3473215,"Roland, Nicholas.",The Great One.,1967,m,,2.177842629091622
mdp.39015064746129,"Charles, Edward.",In the shadow of Lady Jane : | a novel of Tudor England / | $c: Edward Charles.,2006,m,high_female,2.177747773252902
njp.32101065203695,"Piddington, Rose.",The last of the Cavaliers,1859,f,,2.1767522855898997
uiuo.ark:/13960/t0000rn0d,"Wethered, Charles,",Richer than wealth,1884,f,high_female,2.174433016590924
umn.31951002090654w,"Oppenheim, E. Phillips (Edward Phillips),",The man and his kingdom.,1927,m,high_male,2.172378211046543
uiuo.ark:/13960/t25b0fr50,"Cunningham, H. S.",Chronicles of Dustypore;,1875,m,high_female,2.1719771508003736
uiuo.ark:/13960/t5m90x001,"Disraeli, Benjamin,",Vivian Grey,1826,m,,2.171646977067408
uc1.b3327389,"Miller, Thomas,","Fair Rosamond, or, The days of King Henry II",1839,m,,2.1708926710663423
nyp.33433075811814,"Velde, M. S. van de,",French fiction of to-day,1891,u,,2.170138888888889
mdp.39015016447255,"Cloete, Stuart,","The writing on the wall, | and other African stories.",1968,m,,2.1691973969631237
nyp.33433075761068,"Farjeon, B. L.",A secret inheritance,1887,m,mixed,2.1690091965989935
mdp.39015005572162,"Boland, John,",No refuge : | science-fiction / | $c: by John Boland.,1963,m,high_male,2.1686328938237334
uc1.b4161965,"Baker, Sarah S.",The little Swedish baron,1894,f,,2.167363835367043
uiuo.ark:/13960/t09w1328x,"Parker, Emma.",Aretas,1823,f,,2.1672698901194165
wu.89005048947,"Jameson, Storm,",Lady Susan and life;,1920,f,high_female,2.165674066053059
uiuo.ark:/13960/t3dz0rt4s,"Lytton, Rosina Bulwer Lytton,","Miriam Sedley; or, The tares and the wheat",1851,f,,2.1642679363705226
uiuo.ark:/13960/t6543891b,,"Melcombe Lodge; or, traits of family pride!",1819,u,high_female,2.163284731536365
uiuo.ark:/13960/t23b6jq3g,"Kelty, Mary Ann,",Osmond,1822,f,,2.1620686673008733
uva.x000104778,"Rabelais, François,",The works of François Rabelais,1897,m,high_male,2.1581258834827834
njp.32101025796077,"Smollett, T.",[Smollett's novels],1894,m,high_male,2.155857734948071
nyp.33433069632945,"Weber, Henry,",Tales of the East,1812,m,,2.155116014513167
uiuo.ark:/13960/t41r7g927,,Will is the cause of woe,1878,f,,2.1547544657286304
inu.30000110614355,"Ryman, Erik V.",Doggone : | a political fable / | $c: Erik Ryman.,2009,m,mixed,2.1542902690708545
coo.31924013532498,"Pater, Walter,",Gaston de Latour;,1896,m,high_male,2.153084293250081
uiuo.ark:/13960/t2f76q341,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",1814,f,high_female,2.152088063443556
njp.32101066458488,"Coxe, Eliza A.",Liberality and prejudice : a tale,1813,f,,2.1514167079021536
uc2.ark:/13960/t8rb6z708,"Caffyn, Kathleen Mannington Hunt.","""Whoso breaketh an hedge,""",1909,f,high_female,2.14938205265986
uiuo.ark:/13960/t2n59214k,"Kettle, Rosa Mackenzie,",Lewell pastures,1854,f,,2.149358953692061
njp.32101035036027,"Blessington, Marguerite,",Two friends,1835,f,,2.148966347187003
mdp.39015051278334,"Hill, Reginald,",Dialogues of the dead / | $c: Reginald Hill.,2001,m,,2.1486892995272884
nyp.33433074935044,"Capes, Bernard Edward Joseph,",A jay of Italy,1905,m,high_male,2.1475818228674513
dul1.ark:/13960/t91842b05,"Wood, Henry,",Dene hollow,1872,f,mixed,2.147277466899718
njp.32101075686384,"Bulgarin, Faddeĭ,",Ivan Vejeeghen;,1831,m,high_male,2.1464985242822645
uiuo.ark:/13960/t7vm4w671,"Savile, Charles Stuart,","Karah Kaplan; or, The Koordish chief",1842,m,high_male,2.1464294146686984
uc1.$b440744,"Canning, Albert Stratford George,",Dickens & Thackeray studied in three novels,1911,m,,2.146406379119759
inu.32000002899369,"Yourcenar, Marguerite.",The abyss / | $c: Marguerite Yourcenar ; translated from the French by Grace Frick in collaboration with the author.,1984,f,high_male,2.1458306510450194
inu.30000001395387,"Lessing, Doris May,","Shikasta : | re, colonised planet 5 : personal, psychological, historical documents relating to visit by Johor (George Sherban) emissary (grade 9) 87th of the period of the last days / | $c: by Doris Lessing.",1979,f,,2.1452207163964583
mdp.39015066665996,"Peyre, Marc.","The captive of Zour; | $c: [translated by Claude], with a preface by Lawrence Durrell.",1966,m,high_male,2.1432092415182495
uc2.ark:/13960/t79s1ng4w,"Fergusson, Dugald.",Bush life in Australia and New Zealand,1893,m,,2.14300256088806
uiuo.ark:/13960/t6057tb45,"Allen, Grant,",In all shades,1886,m,,2.141511050197019
