htid,author,title,year,authgender,female_category,urban_global_fraction
mdp.39015038124551,"Rendell, Ruth,",The brimstone wedding / | $c: Barbara Vine.,1996,f,high_female,0.1535580524344569
uiuo.ark:/13960/t8df71192,"Lyall, Edna,",To right the wrong,1894,f,high_male,0.1535269709543568
uc1.$b787136,"Mason, Richard,",The shadow & the peak.,1949,m,mixed,0.1535087719298245
mdp.39015032233994,"Vega, Ana Lydia,",True and false romances : | stories and a novella / | $c: Ana Lydia Vega ; translated by Andrew Hurley.,1994,f,,0.1534883720930232
njp.32101068178357,"Henty, G. A.",One of the 28th,1889,m,mixed,0.1534810126582278
uc1.32106019864419,"Solstad, Dag,","Novel 11, book 18 / | $c: Dag Solstad ; translated from the Norwegian by Sverre Lyngstad",2008,m,high_male,0.1534653465346535
uiuo.ark:/13960/t9j39g25s,"Hewlett, J.",Dunster Castle,1846,m,high_male,0.1534653465346534
mdp.39015011722645,"Reck, Gregory G.,",In the shadow of Tlaloc : | life in a Mexican village / | $c: Gregory G. Reck.,1978,m,high_male,0.1534090909090909
uc1.$b247901,,"A national gallery, | being a collection of English characters, | $c: compiled by C. C. & D. G.",1933,u,,0.1534090909090908
uiuo.ark:/13960/t9n30dj0b,"Monro, Theodore Russell.","Love lost, but honour won;",1878,m,,0.1533742331288344
uc1.$b244687,"Lindsay, Jack,","The barriers are down; | a tale of the collapse of a civilisation, | $c: by Jack Lindsay.",1945,m,mixed,0.1533742331288343
mdp.39015010916362,"Mackenzie, Compton, Sir,","The parson's progress, | $c: by Compton Mackenzie.",1923,m,,0.1533742331288343
mdp.39015011955906,"Morgan,",The O'Briens and the O'Flahertys;,1827,f,mixed,0.1533546325878594
njp.32101068971033,"Kaye-Smith, Sheila,",Isle of Thorns,1913,f,,0.1533333333333333
uc1.$b301785,"Magno, Paschoal Carlos,",Sun over the palms.,1943,m,mixed,0.1533333333333333
mdp.39015004078450,"Van der Post, Laurens.",The seed and the sower; | stories.,1963,m,high_male,0.1533333333333333
mdp.39015008818588,"Sykes, John,",A Japanese family / | $c: by John Sykes.,1957,m,,0.1533101045296167
uiuo.ark:/13960/t8pc3mf2c,"Riddell, J. H.,",The Earl's promise,1873,f,,0.1532846715328467
mdp.39015066047369,"Cook, Hugh,",The walrus and the warwolf / | $c: Hugh Cook.,1992,m,high_male,0.1532846715328467
uiuo.ark:/13960/t4th9621s,"James, G. P. R.",Leonora d'Orco,1857,m,,0.1532567049808429
mdp.39015022025558,"Gordimer, Nadine.",Crimes of conscience / | $c: Nadine Gordimer.,1991,f,,0.1532258064516129
njp.32101068971306,"Kennedy, Grace,",Philip Colville,1825,f,,0.1532258064516128
njp.32101064790114,"Porter, Anna Maria,",The barony,1830,f,,0.1531914893617021
uc1.$b243981,"Neame, Alan.","Maud Noakes, guerrilla; | a novel.",1965,m,high_female,0.1531791907514451
mdp.39015073479423,"Henty, G. A.",Redskin and cow-boy,1892,m,high_male,0.1531728665207877
uc1.$b704538,"Fernández de la Reguera, Ricardo.",Reach for the ground / | $c: Ricardo Fernández de la Reguera ; translated from the Spanish by Ilsa Barea.,1964,m,high_male,0.1531531531531532
uiuo.ark:/13960/t8tb1mz1r,"Lytton, Rosina Bulwer Lytton,","The world and his wife, or, A person of consequence",1858,f,mixed,0.1531531531531532
uiuo.ark:/13960/t0dv24429,"Alexander,",Mona's choice,1887,f,high_female,0.1531531531531531
mdp.39015048933389,"St. John, Madeleine.",A stairway to paradise / | $c: Madeleine St. John.,1999,f,,0.1531531531531531
inu.30000086855545,"Isherwood, David.",Himmler's double / | $c: David Isherwood.,2004,m,high_male,0.1531346351490236
mdp.39015011684662,"Bâ, Mariama.",Scarlet song / | $c: Mariama Bâ ; translated by Dorothy S. Blair.,1985,u,high_female,0.1530612244897959
uiuo.ark:/13960/t2794tq8b,"Trollope, Thomas Adolphus,",Artingale Castle,1867,m,,0.1530612244897959
mdp.39015049200556,"Swinnerton, Frank,",Death of a highbrow.,1961,m,mixed,0.1530612244897958
uc1.b4507341,"Cayley, George John,",The bridle roads of Spain,1908,m,high_male,0.1530460624071322
inu.30000039204940,"Moorhouse, Frank.",Grand days / | $c: Frank Moorhouse.,1993,m,high_female,0.153041825095057
mdp.39015010348038,"Darwin, Bernard,",At odd moments;,1941,m,,0.1529745042492918
nyp.33433044758377,"Pyne, W. H.",The twenty-ninth of May,1825,m,high_male,0.1529636711281071
inu.32000009080054,"Mitchison, Naomi,",Men and herring : | a documentary / | $c: by Naomi Mitchison and Denis MacIntosh.,1949,f,high_male,0.1529411764705882
mdp.39015016466685,"Almedingen, E. M. (Edith Martha),",Frossia; | a novel of Russia.,1961,f,high_female,0.1529411764705882
uc1.b4948549,"Ellis, Alice Thomas.",The 27th Kingdom / | $c: Alice Thomas Ellis.,1982,f,high_female,0.1529411764705882
mdp.39015073951314,"Baxter, Stephen.",Weaver / | $c: Stephen Baxter.,2008,m,,0.1529093369418132
njp.32101066122720,"Birmingham, George A.,",The search party,1909,m,,0.1529051987767584
mdp.39076001099618,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,high_male,0.1529051987767584
hvd.hwxjuu,"Haliburton, Thomas Chandler,",The clockmaker;,1838,m,high_male,0.1528822055137844
uc1.b4238430,,Fairy and folk tales of Ireland / | $c: edited by W.B. Yeats ; with a foreword by Kathleen Raine ; and a list of sources by Mary Helen Thuente.,1988,u,high_male,0.1528189910979228
uc1.b4402186,,Alexei the gangster; | $c: translated from the Russian by Stephen Garry.,1940,u,high_male,0.1527777777777778
uc2.ark:/13960/t5r78887q,"Heath, Christopher.",Peter's progress,1911,m,mixed,0.1527777777777777
uiuo.ark:/13960/t23b6k457,"Macquoid, Katharine S.",Appledore farm,1894,f,high_female,0.1527777777777777
inu.30000020640763,"Christie, Agatha,",The mysterious Mr. Quin / | $c: Aghatha Christie.,1930,f,,0.1527093596059113
mdp.39015049972279,"Morrison, Blake.",The justification of Johann Gutenberg / | $c: Blake Morrison.,2000,m,high_male,0.1527093596059113
mdp.39015026430721,"Meares, Ainslie.",Strange places and simple truths.,1969,u,high_male,0.1526881720430107
inu.32000007583406,"Manunet Banhān, phya.","Siamese tales, old and new: | The four riddles and other stories, | $c: translated by Reginald le May. With some reflections on the tales.",1930,u,high_male,0.1526717557251909
nc01.ark:/13960/t8v990m5r,"Braddon, M. E.",Aurora Floyd,1863,f,mixed,0.1526717557251908
mdp.39015019131450,"Hoffman, Alice.",Property of : | a novel / | $c: by Alice Hoffman.,1978,f,high_male,0.1526717557251908
uc1.$b245013,"Mackenzie, Compton, Sir,",Fairy gold : | [a novel] / | $c: by Compton MacKenzie.,1961,m,mixed,0.1526717557251908
uc1.$b244254,"Dunsany, Edward John Moreton Drax Plunkett, Baron,","The travel tales of Mr. Joseph Jorkens, | $c: by Lord Dunsany.",1931,m,high_male,0.1526717557251908
uiuo.ark:/13960/t5gb2r292,"Stevens, Augusta De Grasse.",Miss Hildreth,1888,f,,0.1526717557251908
nyp.33433067345771,"Eliot, George,",Daniel Deronda,1876,f,,0.1526717557251908
uc1.$b396668,"Sinclair, Andrew,",Magog: | a novel.,1972,m,mixed,0.1526508226691042
uc2.ark:/13960/t8kd1tf9w,"George, Walter Lionel,","Olga Nazimov, and other stories",1915,m,,0.1526104417670682
uc2.ark:/13960/t6vx0bm92,"Lane, John,",According to Maria,1910,f,high_female,0.1526104417670682
uc1.b3122093,"Aimard, Gustave,",Collected novels,1885,m,,0.1525821596244131
mdp.39015008156054,"Andrić, Ivo,","Bosnian story, | $c: translated by Kenneth Johnstone.",1958,u,high_male,0.1525691699604743
uc1.b3751224,"Dutourd, Jean,",A dog's head; | $c: translated from the French by Robin Chancellor.,1951,f,,0.1525423728813559
uiuo.ark:/13960/t6vx0xb05,"Needell, Mary Anna Lupton,",The story of Philip Methuen,1886,f,,0.1525423728813559
uc1.32106013037087,"Gurnah, Abdulrazak,",Admiring silence / | $c: Abdulrazak Gurnah,1996,u,,0.1525423728813559
uiuo.ark:/13960/t7kp8md55,"Ponsonby, Emily,",Violet Osborne,1865,f,high_female,0.1525423728813559
uc2.ark:/13960/t6ww7b205,"Richardson, Henry Handel,",Maurice Guest,1908,m,,0.1525423728813559
mdp.39015019626616,"Marshall, Robert,",In the sewers of Lvov : | the last sanctuary from the Holocaust / | $c: Robert Marshall.,1990,m,mixed,0.1525423728813559
inu.30000007133626,"Waugh, Evelyn,","Men at arms, | a novel.",1952,m,high_male,0.1524926686217008
inu.32000007577812,"Wilson, Angus,",Anglo-Saxon attitudes : | a novel / | $c: by Angus Wilson.,1956,m,mixed,0.1524590163934426
uc1.$b243802,"Jacobson, Dan.",A long way from London / | $c: Dan Jacobson.,1958,m,mixed,0.1524390243902439
mdp.39015059418114,"Strong, L. A. G. (Leonard Alfred George),","Sea wall, | $c: by L. A. G. Strong.",1933,m,high_male,0.1524163568773234
nyp.33433082400007,"Lane, Rose Wilder,",The peaks of Shala;,1922,f,,0.1523809523809524
uiuo.ark:/13960/t86h58z2r,"De Merle, William Henry,",Glenlonely,1837,m,,0.1523809523809523
uiuo.ark:/13960/t22b9p12h,"Praed, Campbell,",Mrs. Tregaskiss,1896,f,high_female,0.1523809523809523
inu.32000002848879,"Eliot, George,",Felix Holt,1866,f,,0.1523809523809523
mdp.39015062872141,"Hale, Stephanie.",Firebug / | $c: Stephanie Hale.,2005,f,high_female,0.1523809523809523
uc2.ark:/13960/t0vq2sn8f,"Henty, G. A.",The dragon and the raven,1885,m,high_male,0.1523545706371191
mdp.39015020573104,,Old in the streets. | $c: Edited by Ken Kesey.,1974,u,,0.152317880794702
mdp.39015065957253,"Yonge, Charlotte M.","Magnum bonum, or Mother Carey's brood",1879,f,,0.152317880794702
uc1.32106013836728,"Vassanji, M. G.",Uhuru Street : | short stories / | $c: M.G. Vassanji.,1991,u,,0.1523178807947019
mdp.39015030746468,"Cunninghame Graham, R. B.",Hope,1915,m,high_male,0.1522633744855967
mdp.39015078806471,"Macbeth, Nigel J.",The watchers / | $c: Nigel J Macbeth.,2008,m,mixed,0.1522491349480969
mdp.39015058374110,"Schofield, Stephen,","Musketoon; | commando raid, Glomfjord, 1942.",1964,m,high_male,0.152230971128609
uc1.b3595865,"Colquhoun, Archibald.",Italian regional tales of the nineteenth century / | $c: edited by Archibald Colquhoun.,1961,m,high_female,0.1521739130434783
uiuo.ark:/13960/t5h99sh0k,"Walford, Lucy Bethia,",Troublesome daughters,1880,f,high_female,0.1521739130434783
uiuo.ark:/13960/t0tq6jk1g,"Solly, Henry,",Lady Stella and her lover,1888,m,,0.1521739130434782
uiuo.ark:/13960/t2f76xc7j,"Norton, Caroline Sheridan,","The coquette, and other tales and sketches, in prose and verse",1835,f,high_female,0.1521739130434782
uiuo.ark:/13960/t0pr8fz2h,"Brookfield, Arthur Montagu,",The autobiography of Thomas Allen,1882,m,mixed,0.1521739130434782
uc2.ark:/13960/t3tt4mw5c,"Belcher, Edward,",Horatio Howard Brenton,1856,m,mixed,0.1521739130434782
uc1.b3325367,"Broughton, Rhoda,",Joan,1876,f,high_female,0.1521739130434782
mdp.39015059447808,"Frey, Albert R.",Sobriquets and nicknames,1895,m,high_male,0.1521292217327459
uc2.ark:/13960/t55d8sj12,"Swinnerton, Frank,",The happy family,1912,m,,0.152112676056338
mdp.39015056210316,"Townsend, Sue.",Number Ten / | $c: Sue Townsend.,2002,f,,0.152112676056338
uc2.ark:/13960/t3fx7905r,"Whyte-Melville, G. J.",Katerfelto,1875,m,high_male,0.1521035598705502
mdp.39015059435233,"Sell, Frank Reginald.",Bhim Singh; | a romance of Mughal times.,1928,m,,0.1520912547528517
uc2.ark:/13960/t72v2jq0r,"Shorthouse, J. H.","Blanche, Lady Falaise;",1891,u,,0.1520912547528516
mdp.39015065767934,"Eliot, George,",The works of George Eliot,1878,f,,0.152073732718894
uiuo.ark:/13960/t9p27fq32,"Norton, Caroline Sheridan,",Old Sir Douglas,1868,f,,0.152046783625731
inu.32000003239144,"Forester, C. S. (Cecil Scott),",The gun : | a novel / | $c: by C.S. Forester.,1933,m,high_male,0.1520467836257309
mdp.39015027550923,"Lee, Mary.","Rosamond Fane; | or, the prisoners of St. James's | $c: [by] M. and C. Lee. Illustrated by Heather Standring.",1963,f,,0.1520467836257309
uiuo.ark:/13960/t9474p24j,"Byron, Henry J.",Paid in full,1865,m,mixed,0.152
uiuo.ark:/13960/t4bp0s04b,"Collins, Wilkie,",After dark,1856,m,,0.152
uiuo.ark:/13960/t41r7f89r,"Sewell, Elizabeth Missing,",Cleve Hall,1855,f,,0.1519999999999999
inu.39000003332413,"Spenser, Edmund,","The faerie Queene, 1596 / | $c: Edmund Spenser ; introd. by Graham Hough.",1976,m,,0.1518987341772152
mdp.39015030756574,"Longrigg, Roger,",The babe in the wood / | $c: [by] Roger Longrigg.,1976,m,,0.1518987341772152
uc2.ark:/13960/t1gh9h23j,"Wood, Henry,",Bessy Rane,1870,f,,0.1518987341772151
uiuo.ark:/13960/t6pz5v56p,"Peregrine, Peter.",Matilda Montfort,1809,m,mixed,0.1518987341772151
uc2.ark:/13960/t1wd3qh2s,"De Sélincourt, Hugh,",Nine tales,1917,m,mixed,0.1518987341772151
mdp.39015048881224,"Lewis, Wyndham,",The human age. Illustrations by Michael Ayrton.,1955,m,high_male,0.1518987341772151
uiuo.ark:/13960/t9h42cg59,"Tabor, Eliza.",The last of her line,1879,f,high_female,0.1518324607329843
uc1.b4948571,"Maugham, Robin,",The dividing line / | $c: [by] Robin Maugham.,1979,m,mixed,0.1518324607329843
uc2.ark:/13960/t00001n8k,"Perrin, Alice,",Tales that are told,1917,f,high_female,0.1518324607329843
inu.32000001854480,"Mackenzie, Compton, Sir,",Rockets galore.,1957,m,,0.1518072289156626
uc2.ark:/13960/t2z31tf9j,"Lyall, Edna,",Donovan,1882,f,,0.1517509727626459
mdp.39015005310183,"Sproul, Barbara C.",Primal myths : | creating the world / | $c: Barbara C. Sproul.,1980,f,high_male,0.1517509727626459
uc1.b3578385,"Ferrier, Susan,",The inheritance,1824,f,high_female,0.151685393258427
mdp.39015010908401,"Hartley, L. P. (Leslie Poles),","Poor Clare, | $c: by L. P. Hartley.",1968,m,,0.1516853932584269
mdp.39015032924451,,Maghreb : | new writing from North Africa / | $c: edited with an introduction by Jacqueline Kaye.,1992,u,,0.1516853932584269
uiuo.ark:/13960/t9k36fx9p,"Wilbraham, Frances M.",For and against,1858,f,mixed,0.151639344262295
mdp.39015038923598,"Mann, Thomas,",Stories and episodes [from the novels. | $c: With an introd. by E.F. Bozman],1940,m,high_male,0.151624548736462
wu.89006595086,"Corbett, Edmund V.,",Waves of battle.,1959,m,high_male,0.1516129032258064
mdp.39015063553534,"Sherwood,",The lady of the manor,1860,f,high_female,0.1516034985422741
uc1.32106017920841,"Hunt, Chris",The honey and the sting / | $c: Chris Hunt,1999,m,high_male,0.1515923566878981
inu.30000107642666,,The: Brighton book / | $c: Melissa Benn ... [et al.].,2005,u,high_female,0.1515892420537897
uiuo.ark:/13960/t3fx7kh3t,"Coleridge, Christabel R.",Hugh Crichton's romance,1875,f,,0.1515151515151515
uiuo.ark:/13960/t88g9979x,"Lee, Holme,",Sylvan Holt's daughter,1858,f,high_female,0.1515151515151515
uiuo.ark:/13960/t58d05x5c,"Bradshaw, John,",Roger North,1885,f,high_female,0.1515151515151515
uiuo.ark:/13960/t08w43z30,"Crandolph, Augustus Jacob.","The mysterious hand, or, Subterranean Horrours!",1811,m,,0.1515151515151515
mdp.39015008975206,"Boyd, William,",A good man in Africa / | $c: by William Boyd.,1981,m,,0.1515151515151515
mdp.39015005913929,"Jackson, Dawson.",Against destruction.,1984,m,,0.1515151515151515
inu.30000025826722,"Galloway, Janice.",The trick is to keep breathing / | $c: Janice Galloway.,1991,f,,0.1515151515151515
uc2.ark:/13960/t6ww7df79,"Marryat, Frederick,",The king's own,1830,m,,0.1515151515151515
uiuo.ark:/13960/t02z1vk3v,"Saunders, John,",Guy Waterman,1864,m,high_female,0.1515151515151515
uc1.b3327323,"Montgomery, Florence,",Wild Mike and his victim,1875,f,high_male,0.1515151515151515
uiuo.ark:/13960/t8z89tt9w,"Pickering, Ellen,",Who shall be heir?,1840,f,high_female,0.1515151515151515
mdp.39015065739099,"Smith, Horace,","Adam Brown, the merchant",1843,m,,0.1515151515151515
uiuo.ark:/13960/t4hm5h87t,"Boyce, J. C.",Frost and thaw,1873,u,mixed,0.1515151515151515
uc1.32106014341942,"Blanchard, Stephen,",Wilson's island / | $c: Stephen Blanchard,1997,m,mixed,0.1515151515151515
mdp.39015030945557,"Appiah, Peggy.",A smell of onions / | $c: Peggy Appiah.,1979,f,,0.1515151515151514
uiuo.ark:/13960/t0tq6k46g,"Walford, Lucy Bethia,",Troublesome daughters,1880,f,high_female,0.1515151515151514
mdp.39015073316740,"Carlyle, Thomas,",[Works],1885,m,high_male,0.1515007146260124
uc1.b3327537,"Normanby, Constantine Henry Phipps,","Historiettes; or, Tales of continental life",1827,m,mixed,0.1514285714285714
uc1.$b242447,"Dickens, Monica,",Joy and Josephine / | $c: Monica Dickens.,1948,f,high_female,0.1514195583596214
uc2.ark:/13960/t87h1n468,"Weyman, Stanley John,",The red cockade,1895,m,,0.1513859275053304
uiuo.ark:/13960/t49p39m5x,"Armstrong, F. C.",The frigate and the lugger,1861,m,,0.1513761467889908
mdp.39015064003026,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,,0.1513687600644122
mdp.39015030750601,"Hergesheimer, Joseph,","Tampico, | a novel.",1927,m,mixed,0.1513513513513513
nyp.33433074932397,"Banim, John,",The Anglo-Irish of the nineteenth century,1828,m,,0.1513353115727003
mdp.39015077632340,"Blaker, Lisa French.",Heart of Darfur / | $c: Lisa French Blaker.,2007,f,,0.1513292433537832
mdp.39015031302337,"Shaw, Margaret.","Inherit the earth,",1939,f,mixed,0.1513157894736842
nyp.33433082225586,"Smollett, T.",The works of Tobias Smollett,1895,m,mixed,0.1512605042016806
uc1.$b794303,"Blake, George,","The constant star, | $c: a novel.",1945,m,,0.1512195121951219
uiuo.ark:/13960/t5v69r49n,"Belfast, Frederick Richard Chichester,",Wealth and labour,1853,m,,0.1511627906976744
njp.32101064791328,"Webster, Grace.",Raymond Revilloyd,1849,f,,0.1511627906976744
uiuo.ark:/13960/t55d9g27b,"Stretton, Hesba,",Paul's courtship,1867,m,,0.1511627906976744
njp.32101067708089,"Bennett, William,",The king of the Peak,1823,m,,0.1511627906976744
wu.89100091669,"Thompson, Beatrice.",Four months in Italy in war-time,1920,f,high_male,0.1511627906976744
mdp.39015055900172,"Burke, Sean,",Deadwater / | $c: Seán Burke.,2002,m,mixed,0.1511627906976744
uiuo.ark:/13960/t4rj5300c,"Delorme, Charles.",The pedlar,1857,m,mixed,0.1511627906976744
njp.32101066456995,"Cobban, J. Maclaren",The Red Sultan,1893,m,,0.1511627906976744
mdp.39015019873507,"Fell, Alison.",Mer de Glace / | $c: Alison Fell.,1991,f,high_female,0.1511627906976743
uiuo.ark:/13960/t6m04r883,"Sewell, Elizabeth Missing,",Margaret Percival,1847,f,high_female,0.1511254019292604
uc1.$b396548,"Jones, Richard,",The age of wonder.,1967,m,mixed,0.1510416666666667
wu.89035590355,"Carling, Finn,",Under the evening sky / | $c: Finn Carling ; translated from the Norwegian and with a foreword by Louis A. Muinzer.,1990,u,high_male,0.1509433962264151
uiuo.ark:/13960/t8v98sv32,"Merriman, Henry Seton,",With edged tools,1894,m,,0.1509433962264151
dul1.ark:/13960/t9m33h56c,"Greg, Percy,",Across the zodiac,1880,m,,0.1509433962264151
uiuo.ark:/13960/t2w38cx1m,"Sewell, Elizabeth Missing,",Cleve Hall,1855,f,,0.150943396226415
inu.30000110622598,"Bostock, Pete.",The lantern club / | $c: Pete Bostock.,2009,m,,0.150943396226415
uc1.$b391311,"Fullerton, Alexander,",The publisher.,1970,m,mixed,0.1508704061895551
mdp.39015005698033,"O'Flaherty, Liam,","Famine,",1937,m,,0.1508620689655172
uc1.$b787171,"Moore, John,",The blue field.,1948,m,high_male,0.1508620689655172
uc1.b3325725,"Quiller-Couch, Arthur Thomas,",The ship of stars;,1899,m,,0.1508620689655172
uc1.$b244485,"Richardson, Henry Handel, pseud.",Maurice Guest.,1931,m,,0.1508620689655172
