htid,author,title,year,authgender,female_category,urban_metric_gb_frac
uiuo.ark:/13960/t0rr2gv7b,"Strauss, G. L. M.",The old ledger,1865,u,,0.00043583557584003785
mdp.39015074054688,"Jooste, Pamela.",Star of the morning / | $c: Pamela Jooste.,2007,f,high_female,0.0004184740838378831
uc1.32106012743982,"Myerson, Julie",The touch / | $c: Julie Myerson,1996,f,,0.0003939720341288866
uc2.ark:/13960/t3kw5dm2r,"Hunt, Bampton.",Folk tales of Breffny,1912,u,,0.0002634168515698587
uc1.b3322570,"Griffin, Gerald,",The collegians,1829,m,,0.00017101594136625237
nyp.33433074852694,"Ainsworth, William Harrison,", Effects  and adventures of Raby Rattler,1845,m,,9.213860799439644e-05
uiuo.ark:/13960/t8df7dh7x,"Watson, Aaron,",The Marquis of Carabas,1892,m,,9.929242067996391e-06
uiuo.ark:/13960/t8jd57p1b,"Forbes, Urquhart Atwell,",Otterstone Hall,1884,m,mixed,-0.0001556858044828302
uc2.ark:/13960/t8ff3p96v,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,-0.0002245756692494036
uc2.ark:/13960/t6m04fp1c,"Oliphant,",Effie Ogilvie,1886,f,high_female,-0.0002591004624643012
uc2.ark:/13960/t7fq9w41f,"Bennett, Arnold,",The city of pleasure,1907,m,high_female,-0.0004421439305835606
uiuo.ark:/13960/t5x63vr7b,"Fenn, George Manville,",By birth a lady,1871,m,,-0.0005613890712102831
uc2.ark:/13960/t23b60m40,"Boxwallah,",The Leopard's leap,1919,u,high_female,-0.0005784384934859332
hvd.hxk4ki,,Maurice Powell: an historical Welsh tale of England's troubles,1821,u,mixed,-0.000642725753242257
uiuo.ark:/13960/t3223j250,"Roberts, Margaret,",Denise,1863,f,high_female,-0.0009196771402106285
coo.31924003055195,"Browning, George Henry,","The children's story-book of bees, | $c: by Gareth H. Browning.",1933,m,,-0.000955005698607958
mdp.39015024933056,"Ibrahim, Gamil Atia.",Down to the sea / | $c: Gamil Attiyah Ibrahim ; introduced and translated by Frances Liardet.,1991,u,,-0.0011537120161053405
uc1.$b322899,"Adsett, Delphin Rose.",A magpie sings.,1963,m,,-0.0011739323602174834
mdp.39015077147133,"D'Ancona, Matthew,",Nothing to fear / | $c: Matthew d'Ancona.,2008,m,high_female,-0.0012118529970141989
nyp.33433074945902,"Aïdé, Hamilton,",Carr of Carrlyon,1862,m,,-0.0012751321888855721
uc1.b4107900,"Holcroft, Thomas,",Memoirs of Bryan Perdue,1805,m,,-0.0013808823889092936
uc1.b4145999,"Zürn, Unica.",The house of illnesses : | stories and pictures from a case of jaundice / | $c: Unica Zürn ; translated by Malcolm Green.,1993,u,high_male,-0.0014056393020782654
uiuo.ark:/13960/t7rn3tq31,"Yates, Edmund Hodgson,",The rock ahead,1868,m,mixed,-0.0014741612908305002
inu.32000007189659,"Abrahams, Peter,","Dark testament, | $c: by Peter Abrahams.",1942,m,,-0.001480006841841075
uiuo.ark:/13960/t76t15n95,"Salter, Peter King.",Whitepatch,1887,m,high_female,-0.0015447358678581935
mdp.39015056807244,"Enquist, Anna.",The masterpiece / | $c: Anna Enquist ; translated by Jeannette K. Ringold.,1999,f,,-0.0016751286047034242
uc1.b4105180,"Shaw, Bernard,","Immaturity, | $c: by Bernard Shaw.",1931,m,mixed,-0.0016986140066201083
inu.30000091649073,,Penguin modern stories.,1969,u,mixed,-0.001713328066249492
mdp.39015016868351,"Saurat, Denis,",Death and the dreamer / | $f: with drawings by Edward Bawden.,1946,m,mixed,-0.0017854794234009042
mdp.39015030042553,"Wilson, John Rowan,",Barrington.,1971,m,mixed,-0.002041845254700775
mdp.39015031366456,"Zinkin, Taya.",Rishi : | the story of a childhood in India / | $c: by Taya Zinkin ; illustrated by D.G. Valentine.,1960,u,,-0.002055616915896008
uiuo.ark:/13960/t19k4w526,"Braddon, M. E.",Charlotte's inheritance,1868,f,mixed,-0.0021680588288660006
uc1.31822038204657,"Firbank, Ronald,",Odette D'Antrevernes;,1905,m,high_female,-0.002181999091832809
mdp.39015049524427,"Weldon, Fay.",Rhode Island blues / | $c: Fay Weldon.,2000,f,,-0.0023276824560272413
mdp.39015080896601,"Aberdein, John.",Strip the willow / | $c: John Aberdein.,2009,m,high_female,-0.0023349205551569385
njp.32101068585437,"Rossetti, Christina Georgina,","Commonplace, and other short stories",1870,f,high_female,-0.0023830777457191643
mdp.39015018903511,"Kelly, Maeve,",Florrie's girls / | Maeve Kelly.,1989,f,high_female,-0.002385554627163111
mdp.39015061332972,"Benmalek, Anouar,",The child of an ancient people / | $c: Anouar Benmalek ; translated from the French by Andrew Riemer.,2003,u,high_male,-0.002619876530368437
uiuo.ark:/13960/t2q536v3v,"Richards, Alfred Bate,",So very human,1873,m,mixed,-0.002654548810535333
mdp.39015048883881,"Lang, Andrew,",In the wrong paradise,1886,m,high_male,-0.002692172688334993
nyp.33433075768519,"Wilde, Oscar,","Lord Arthur Savile's crime, & other stories",1891,m,,-0.002788936866988112
uc2.ark:/13960/t8z897m19,"Mackay, Charles,",Luck;,1881,m,,-0.0028532077239182274
mdp.39015004106830,"Ruyslinck, Ward,",Golden Ophelia : | a novel / | $c: Ward Ruyslinck [i.e. R. K. M. de Belser] ; translated from the Dutch by David Smith.,1975,m,high_male,-0.0029174416671093883
uc1.32106012097280,"Edmondson, Adrian",The gobbler / | $c: Adrian Edmondson,1995,m,mixed,-0.00300785278098345
uc1.$b381894,"Harwich, Christopher,","Red dust; memories of the Uganda police, 1935-1955.",1961,m,high_male,-0.003268986056074036
uiuo.ark:/13960/t77s80h50,"Bray,","The Talba, or, Moor of Portugal",1830,f,mixed,-0.003390935049790156
uiuo.ark:/13960/t78s5cv0s,"Winter, John Strange,",The soul of the bishop,1893,m,mixed,-0.0035396631367962117
nyp.33433076071475,"Harte, Bret,",In the Carquinez woods,1883,m,,-0.0035546847605233967
uiuo.ark:/13960/t6nz8gp2r,"Chorley, Henry Fothergill,",A prodigy,1866,m,,-0.003581876191918465
uiuo.ark:/13960/t8qc0j05b,"Kennedy, Theo.",Farnorth,1866,m,high_female,-0.003789725727208204
uiuo.ark:/13960/t0ft8w186,"Chetwynd, Henry Wayland,",Mrs. Dorriman,1886,f,high_female,-0.004029707379797798
uc2.ark:/13960/t3028rk3h,"Bremer, Fredrika,",The H--- family,1844,f,high_female,-0.004030707420551671
mdp.39015070756120,"Johnston, Jennifer,",Foolish mortals / | $c: Jennifer Johnston.,2007,f,,-0.004039667904924188
uc1.$b111876,"'Edith', pseud.","Somersaults and strange company, | $c: by 'Edith'.",1937,u,,-0.004039676265172765
mdp.39015013121465,"Hetātah, Sharīf.",The net / | $c: Sherif Hetata ; translated from the Arabic by the author.,1986,u,,-0.004133641936672705
mdp.39015005282192,"Griffin, Gerald,", Holland-tide;,1827,m,,-0.0045524196517646165
mdp.39015011551374,"Williamson, Henry,",Young Phillip Maddison.,1953,m,,-0.00462451155359761
uc2.ark:/13960/t81j9fh48,"Dearmer, Mabel (White),",Letters from a field hospital,1915,f,mixed,-0.004653926460664204
mdp.39015002994393,"Codrington, Kenneth de Burgh.",Cricket in the grass / | $c: Kenneth de Burgh Codrington.,1959,m,,-0.00466917719271287
uc1.b3321857,"Disraeli, Benjamin,",Venetia,1837,m,,-0.004725123049447499
inu.32000001390519,"Shaw, Bernard,",The works of Bernard Shaw,1930,m,mixed,-0.004765722598574884
inu.32000006736120,"Wodehouse, P. G. (Pelham Grenville),",Uncle Dynamite : | [a novel] / | $c: by P. G. Wodehouse.,1948,m,,-0.004821456416543024
mdp.39015047764405,"Ouida,","The Massarenes,a novel",1897,f,mixed,-0.004925450887684188
uc1.$b243901,"Pickthall, Marmaduke William,",The early hours.,1925,m,high_male,-0.004938504858408188
uiuo.ark:/13960/t7hq4hd6m,"Norris, W. E.",Miss Shafto,1889,f,,-0.004939834455127967
uiuo.ark:/13960/t5z615f3n,"Ormsby, Anne.",The soldier's family,1807,f,,-0.005122685438949365
nnc1.cu58325697,"Nordhoff, Charles,",Whaling and fishing;,1860,m,,-0.005261242486394202
mdp.39015069302563,"Thorpe, Adam,",Between each breath / | $c: Adam Thorpe.,2007,m,,-0.005282493847312553
njp.32101068165875,"Chamier, Frederick,","Walsingham, the gamester",1837,m,mixed,-0.00531482230365686
uc1.b3477354,"Hughes, Richard Arthur Warren,",In the lap of Atlas : | stories of Morocco / | $c: Richard Hughes.,1979,m,high_male,-0.005434000706160125
inu.39000001211882,"Thomas, Gordon,",Desire and denial : | sexuality and vocation - a church in crisis / | $c: Gordon Thomas.,1986,m,,-0.005468584544381608
nnc1.0030180970,"Trollope, Anthony,",The chronicles of Barsetshire,1887,m,,-0.005489870224915094
uc1.31158011647251,"Young, E. H.",A corn of wheat,1910,f,high_female,-0.005589799820958599
mdp.39015059395056,"Crawford, F. Marion",To leeward,1884,m,,-0.005788979708080115
uiuo.ark:/13960/t89g60x7c,"Robinson, A. Mary F.",Arden,1883,f,,-0.006129965373839433
uiuo.ark:/13960/t78s5647p,"Harrison, F. Bayford.",The ideal artist;,1893,m,,-0.006176211920735919
mdp.39015008636089,"Trevor, William,",Elizabeth alone. -,1973,m,high_female,-0.0063088002268223
nyp.33433082520564,"Champney, Elizabeth W.","Witch Winnie, the story of a  king's daughter;",1890,f,high_female,-0.006333302646195131
uc1.b3322606,"Harte, Bret,",The complete works of Bret Harte,1880,m,mixed,-0.0067106577246515975
uc2.ark:/13960/t3dz04s7b,"Somadeva Bhaṭṭa,","The golden town, and other tales from Soma-Deva's ""Ocean of romance-rivers,""",1909,u,high_male,-0.006922380291759761
mdp.39015030750593,"Hergesheimer, Joseph,",Love in the United States : | and the big shot / | $c: by Joseph Hergesheimer.,1932,m,,-0.00699713219056966
uc2.ark:/13960/t3610xt8m,"Mackellar, Dorothea.",The little blue devil,1912,f,,-0.007023888143609769
mdp.39015047684694,"Warburton, Edward.","'Disallowed'; | the tragedy of the means test, | $c: by Edward Warburton and Carl Butler.",1935,m,,-0.007057634590761277
mdp.39015017936876,"Logan, Owen.","Al Maghrib : | photographs from Morocco, 1983-1988 / | $c: Owen Logan ; with three stories by Paul Bowles ; preface by Alexander Hutchison.",1989,m,high_female,-0.007115038114721972
mdp.39015078806315,,Subterfuge / | $c: edited by Ian Whates.,2008,u,mixed,-0.007192027396091205
inu.30000083996623,"Lenz, Siegfried,",The German lesson. | $c: Translated by Ernst Kaiser and Eithne Wilkins.,1971,m,high_male,-0.007261923984770491
uiuo.ark:/13960/t06x00p8s,"Stretton, Julia Cecilia Collinson,",The ladies of Lovel-Leigh,1862,f,,-0.007357336240935708
mdp.39015033358451,"Coppard, A. E. (Alfred Edgar),",Silver circus; | $c: tales by A. E. Coppard.,1928,m,,-0.007379542748370632
nyp.33433074852785,"Birmingham, George A.,",Hyacinth,1906,m,,-0.007520972123321923
uc2.ark:/13960/t4vh5j85b,"Black, William,",The maid of Killeena,1874,m,high_male,-0.007555589333759993
nyp.33433074850227,"Hayes, Margaret E.",In His courts,1884,f,high_female,-0.007698532737546976
mdp.39015016451836,"Bluestone, George.",The send-off.,1968,m,mixed,-0.007796920419745612
uc1.b3114920,"Kuehnelt-Leddihn, Erik von,",Night over the east / | $c: translated and adapted from the German by Edwin and Willa Muir.,1936,m,mixed,-0.007820136001744804
mdp.39015010838269,"(Charles Percy), Snow, C. P.",In their wisdom / | $c: C. P. Snow.,1974,f,mixed,-0.007907061588011632
mdp.49015001015685,"Bagley, Michael,",The plutonium factor / | $c: Michael Bagley.,1982,m,high_male,-0.00803786624398227
uiuo.ark:/13960/t4wh3865p,"Collins, Wilkie,",After dark,1856,m,,-0.008174622651784208
njp.32101067522928,"Erckmann, Émile,",The outbreak of the great French Revolution related by a peasant of Lorraine,1871,m,mixed,-0.008193543254936542
uc2.ark:/13960/t04x56936,"Beresford, J. D.",The mountains of the moon,1915,m,,-0.00824395576549447
uiuo.ark:/13960/t5k93th7q,"Sherer, Moyle,",The story of a life,1825,m,mixed,-0.008247694399609484
mdp.39015049989331,"Higgins, Jack,",Edge of danger / | $c: Jack Higgins.,2001,m,high_male,-0.008313852322190021
uc1.b3295234,"Taylor, Bevis James,",The steam trawler Uganda : | a novel / | $c: by B. J. Taylor.,1954,m,high_male,-0.008314047206383485
mdp.39015053617646,"Mount, Ferdinand,",The man who rode Ampersand / | $c: by Ferdinand Mount.,1975,m,,-0.00856089102517213
mdp.39015014135555,"Morris, Jean,",A dream of fair children.,1966,f,mixed,-0.008656717798395164
uc1.b3621482,"Masefield, John,",A book of both sorts; | selections from the verse and prose of John Masefield.,1947,m,mixed,-0.008716737374975705
uiuo.ark:/13960/t1jh3z86d,"Griffin, Gerald,","Talis qualis, or, Tales of the jury room",1842,m,,-0.008861733164600816
uc1.b4315954,"Baynes, Dorothy Julia",Fountains of youth;,1936,f,high_female,-0.00899119931082687
uiuo.ark:/13960/t5m90t075,"Palmer, Alicia Tindal.",The daughters of Isenberg: a Bavarian romance,1810,f,high_female,-0.009067866491941655
inu.32000009191661,"Banks, Lynne Reid,",The L-shaped room.,1960,f,mixed,-0.009108836542616988
mdp.39015065597034,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,,-0.009133368266575015
mdp.39015047764389,"Ouida,",Chandos,1877,f,high_male,-0.009259021917856991
mdp.39015032216841,"Prior, Allan,",The old man and me / | $c: Allan Prior.,1994,m,,-0.009268893769446673
uc2.ark:/13960/t6vx0bp13,"Cleland, E. Davenport.",The white kangeroo,1890,f,high_male,-0.00929821210116677
nyp.33433074902127,"Mitton, G. E.",The opportunist,1902,f,,-0.009399310006916529
mdp.39015073763651,"Knight, Ellis Cornelia,",Marcus Flaminius;,1808,f,,-0.009429436734518126
uiuo.ark:/13960/t6f19g419,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are",1813,f,,-0.009437309932569193
mdp.39015051149857,"Hanley, Clifford.",The taste of too much / | $c: Clifford Hanley.,1989,m,mixed,-0.009524899902504921
mdp.39015003976340,"Huxley, Aldous,","Antic hay, | $c: by Aldous Huxley.",1923,m,mixed,-0.009699872177585833
uiuo.ark:/13960/t4qj81h60,"Reid, Mayne,",Gwen Wynn,1877,m,mixed,-0.00972551773746418
dul1.ark:/13960/t3mw35w9c,"Linton, E. Lynn",Grasp your nettle,1865,f,,-0.009771139293969222
uiuo.ark:/13960/t83j42z5r,"Reynolds, Baillie,",The Ides of March,1892,f,,-0.009892765115943836
njp.32101064788159,"Crosland, Newton,",Mrs. Blake,1862,f,high_female,-0.009912579868102595
uc1.$b101856,"Heney, Helen,",The proud lady / | $c: by Helen Heney.,1951,f,high_female,-0.010071474751324638
nyp.33433076093453,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,,-0.010082704567158624
uiuo.ark:/13960/t9t15pw6s,"Collins, Wilkie,",The Queen of Hearts,1859,m,,-0.010184187378888765
mdp.39015048709714,"De la Mare, Walter,",Memoirs of a midget,1921,m,,-0.010212481049790556
mdp.39015022884004,"Malouf, David,",Dream stuff / | $c: David Malouf.,2000,m,,-0.01031318017099049
dul1.ark:/13960/t87h2bk96,"Riddell, J. H.,",Mitre Court,1885,f,mixed,-0.01045621337060724
hvd.hwjrdq,"Smollett, T.","The miscellaneous works of Tobias Smollett, M.D",1824,m,mixed,-0.010479003568018591
mdp.39015060083527,"Nobbs, David.",Sex and other changes / | $c: David Nobbs.,2004,m,,-0.010566646208239772
uc1.$b271627,"Towner Coston, H. E. (Harry Ernest),",The swift trout : | a tale of trout in two rivers / | $c: by H. E. Towner-Coston.,1946,m,high_male,-0.01062095182986067
mdp.39015014741485,"Isherwood, Christopher,","The world in the evening, | a novel.",1954,m,,-0.010786721798419108
uc1.$b253948,"Val Baker, Denys,",One and all; | a selection of stories from Cornwall.,1951,m,high_female,-0.011002711144315835
uiuo.ark:/13960/t3jw8wj9v,"Manning, Anne,",Belforest,1865,f,high_female,-0.01105605995871739
nyp.33433082525878,"Avery, Harold,",Mobsley's Mohicans;,1902,m,high_male,-0.011152182420791414
mdp.39015035853285,"Haggard, H. Rider",Joan Haste,1895,m,high_female,-0.01116496971855041
uc2.ark:/13960/t0vq2tk41,"Wordboise, Emma Jane.",Lady Clarissa,1800,f,high_female,-0.011194229924008425
inu.30000029791955,"Sinclair, Iain,","Downriver, (or the vessels of wrath) : | a narrative in twelve tales / | $c: Iain Sinclair.",1991,m,,-0.011262069041798994
mdp.39015030354354,"Gobineau, Marcel,",Stephanie / | $c: Marceline Gobineau ; translated from the French by Jocasta Innes.,1974,u,high_female,-0.011350531864068703
uiuo.ark:/13960/t9474p24j,"Byron, Henry J.",Paid in full,1865,m,mixed,-0.011416639973138396
uc1.$b794703,"Galsworthy, John,",The burning spear;,1919,m,high_male,-0.011429280472282588
nyp.33433074878202,"Legge, Arthur E. J.",Mutineers,1898,m,,-0.011571555529963626
inu.30000054077437,"Wood, Henry,",Edina: a novel,1876,f,mixed,-0.011628921688205424
inu.39000003683674,"Renault, Mary.",North face / | $c: by Mary Renault.,1949,f,,-0.011712510149429908
uc1.$b242644,"Manning, Rosemary.","Look, stranger / | $c: Rosemary Manning.",1960,f,mixed,-0.01171480660903676
mdp.39015025181176,"Amis, Kingsley.",The Russian girl / | $c: Kingsley Amis.,1992,m,mixed,-0.011807553805958621
uiuo.ark:/13960/t5gb2n32w,"Braddon, M. E.",The golden calf,1883,f,high_female,-0.011825590816196774
uc1.$b98779,"Pressburger, Emeric,","One of our aircraft is missing, | $c: by Emeric Pressburger.",1942,u,high_male,-0.011964910810805356
mdp.39015025222418,"Cavendish, Margaret.","The Description of a new world called the blazing world, and other writings / | $c: Margaret Cavendish; edited by Kate Lilley.",1992,f,high_female,-0.012072318006573879
mdp.39015008825781,"Orczy, Emmuska Orczy, Baroness,","Lady Molly of Scotland yard, | $c: by Baroness Orczy.",1926,f,high_female,-0.012210048079293684
uc1.$b119605,"Born, Edith de,",Scars.,1968,f,high_female,-0.012234075776741717
inu.30000087182360,"Hayder, Mo.",Pig island / | $c: Mo Hayder.,2006,u,,-0.01235978361615709
uc1.b3322474,"Cathcart,",The heir of Mordaunt,1835,f,high_female,-0.012426143555665403
mdp.39015065908017,"Green, Henry,",Nothing; | a novel.,1951,m,high_female,-0.012501421129003543
mdp.39015069302704,"Enright, Anne,",The gathering / | $c: Anne Enright.,2007,f,mixed,-0.012682852098541308
njp.32101038161772,"Lewis, Alethea,",Rhoda,1816,f,high_female,-0.01278748674856367
mdp.39015074239040,"Tsutsui, Yasutaka,",Hell / | $c: Yasutaka Tsutsui ; trans. by Evan Emswiler.,2007,u,high_male,-0.01284473839771949
mdp.39015032577176,"Stangerup, Henrik.",Brother Jacob : | a novel / | $c: by Henrik Stangerup ; translated from the Danish by Anne Born.,1993,u,high_male,-0.01315082044762847
uiuo.ark:/13960/t6sx6zb26,"Tabor, Eliza.",Rachel's secret,1866,f,,-0.013220687110149093
uiuo.ark:/13960/t3mw3286m,"Robinson, F. W.","In bad hands, and other tales",1887,m,mixed,-0.013227329317977932
uc2.ark:/13960/t1sf2nz58,"Marriott, Charles,",The column,1901,m,,-0.013244276752603756
wu.89099223273,"Trollope, Frances Milton,",The blue belles of England,1842,f,high_female,-0.013285320125296762
uc1.$b164281,"Feuchtwanger, Lion,","Odysseus and the swine, | and other stories.",1949,m,,-0.013361974704296509
uiuo.ark:/13960/t02z1h53b,"Blessington, Marguerite,","Strathern, or, Life at home and abroad",1845,f,,-0.013494424483214529
mdp.39015000605769,"Gissing, George,",George Gissing. | [Short stories],1929,m,,-0.013789412170633189
mdp.39015048751518,"Fernyhough, Charles,",The auctioneer / | $c: Charles Fernyhough.,1999,m,,-0.013863492914111486
