htid,author,title,year,authgender,female_category,windows
njp.32101038064893,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,8.721133049605804
mdp.39015063617073,"Edgeworth, Maria,",Patronage,1814,f,,8.720785369013804
uc1.b3327540,"Norris, W. E.",The rogue,1888,f,,8.720169752637851
uiuo.ark:/13960/t9474q59q,"Colquhoun, Katharine.","Maurice, the Elector of Saxony",1844,f,,8.717255807871682
uc1.$b395374,,Stories of Africa / | $c: chosen by E. C. Parnwell.,1930,u,,8.716622599296858
njp.32101068167186,"Dallas, Robert Charles,",Percival,1801,m,,8.715926176105288
uiuo.ark:/13960/t1mg88j00,"Spender, John Kent,",Mr. Nobody,1884,f,,8.715736261820718
nyp.33433074866520,"Kingston, William Henry Giles,",The young rajah,1878,m,high_male,8.712752981006199
uc1.b3326165,"Moreland, Olivia.","The charms of dandyism, or, Living in style",1819,f,,8.71206621170321
uiuo.ark:/13960/t73v07t79,"Yates, Edmund Hodgson,",Dr. Wainwright's patient,1871,m,,8.711256685889506
uc1.b3324209,"Huth, Alfred Henry,","A true relation of the travels and perilous adventures of Mathew Dudgeon, gentleman",1894,m,high_male,8.709157679299784
uc2.ark:/13960/t0ks6q21b,"Whyte-Melville, G. J.",The Brookes of Bridlemere,1864,m,mixed,8.709157679299784
uiuo.ark:/13960/t8gf1h247,"Blackmore, R. D.",The maid of Sker,1872,m,,8.707875651535696
uiuo.ark:/13960/t9n30df3f,"Barrett, Eaton Stannard,",The metropolis,1819,m,,8.707577769553954
uiuo.ark:/13960/t4bp0q85k,"Russell, William Clark,","Jilted! or, My uncle's scheme",1875,m,,8.707312400954322
mdp.39015050917817,"Galt, John,",Lawrie Todd;,1830,m,,8.707135497540234
mdp.39015031938429,"Richardson, John,",Wacousta;,1832,m,high_male,8.697316008279845
nyp.33433075762660,"Trollope, Frances Milton,",The refugee in America,1833,f,,8.696124789390728
mdp.39015002340464,"Burgess, Anthony,","The clockwork testament; | or, Enderby's end, | $c: by Anthony Burgess.",1974,m,,8.69414014953921
njp.32101063605941,"Clifford, Hugh Charles,",In a corner of Asia;,1899,m,high_male,8.691369470116175
uc1.$b318494,"pseud. [i.e. Roger Crétin.]. Vercel, Roger,",Jealous waters.,1934,m,high_male,8.690038732744066
mdp.39015024252606,"Reinhard, John Revell,",Mediaeval pageant.,1935,m,high_male,8.685104177824613
uc2.ark:/13960/t3513x02s,"Stanton, Coralie.","Raven, V.C",1913,u,mixed,8.681788764186832
uiuo.ark:/13960/t3bz6ss4d,"Reeve, Sophia.",The mysterious wanderer,1807,f,mixed,8.680053237659857
uiuo.ark:/13960/t4sj2299h,"Kingsley, Charles,",Hereward the Wake,1866,m,,8.679718391358858
uc1.$b675123,"Trevelyan, Raleigh.",The fortress; | a diary of Anzio & after.,1956,m,,8.673152257187875
uc1.b3435511,"Christopher, John,",The pool of fire.,1968,m,high_male,8.671973914702464
mdp.39015039583144,"Stafford, Marie (Peary)","Snow baby, | $c: by Marie Ahnighito Peary; with 8 illustrations and a map.",1935,f,mixed,8.669267446900736
uiuo.ark:/13960/t09w1328x,"Parker, Emma.",Aretas,1823,f,,8.669079560477666
mdp.39015002716788,"Richards, Alun.",The former Miss Merthyr Tydfil : | stories / | $c: by Alun Richards.,1976,u,high_male,8.666637777874074
uiuo.ark:/13960/t59c79v7q,"Fothergill, Caroline.",An enthusiast,1887,f,high_female,8.663071491997488
uiuo.ark:/13960/t3cz3pf79,"Hatton, Ann Julia (Kemble)","Secrets in every mansion, or, The surgeon's memorandum-book",1818,f,high_female,8.662723065118927
mdp.39015073623517,"Cutler, Judith.",Shadow of the past / | $c: Judith Cutler.,2008,f,mixed,8.662425286581904
uiuo.ark:/13960/t0ms43j07,"Fraser, James Baillie,",The highland smugglers,1832,m,mixed,8.662414864703909
uiuo.ark:/13960/t5h99ss05,"Dutton, Ralph,",Woman's temptation,1860,f,high_female,8.651017936443855
uiuo.ark:/13960/t23b6jq3g,"Kelty, Mary Ann,",Osmond,1822,f,,8.648274669203493
mdp.39015006984754,"Alington, Cyril Argentine,",Eton fables,1921,m,high_male,8.647152924899476
uc1.$b243725,"Wren, Percival Christopher,","The snake and the sword, | $c: by Perceval Christopher Wren ...",1928,m,mixed,8.646405257014397
mdp.39015064729026,"Yokomori, Rika,",Tokyo tango / | $c: Rika Yokomori,2006,u,,8.646124914889707
inu.30000116406277,"Hole, Christina.",Wonder tales of the British Empire / | $c: retold by Christina Hole ; with a foreword by Arthur Bryant.,1934,f,,8.644785753393078
uc1.32106019365664,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,8.643191757852339
mdp.39015014117637,"Porter, Anna Maria,",The recluse of Norway,1814,f,,8.642668856142777
uc1.31175029135012,"Clement, George.",The strange cult / | $c: by George Clement.,1920,m,high_female,8.638882375445828
nyp.33433074893276,"Gordon, John.",A short history of the adventures of a London reviewer,1824,m,high_male,8.638375985314761
mdp.39015078569970,"Doubtful, David,",The reprobate,1801,m,high_male,8.63818943549432
uc1.$b119568,"Laski, Audrey Louise,",The Keeper | $c: [by] Audrey Laski.,1968,f,,8.636697326942178
njp.32101066455070,"Blinkhoolie,",Blair Athol,1881,u,,8.635392154746228
uc1.b4101357,"Gore,",Self,1845,f,mixed,8.634211624526918
uc1.$b244307,"Young, Francis Brett,","Woodsmoke, | $c: by Francis Brett Young.",1924,m,,8.633748538149396
inu.30000011910175,"Cockton, Henry,",The sisters;,1844,m,,8.631044428301195
njp.32101067178523,"Trollope, Frances Milton,",A romance of Vienna,1838,f,,8.630982349641094
uc1.32106016105071,"Aidoo, Ama Ata,","Our Sister Killjoy : | or, Reflections from a black-eyed squint / | $c: Ama Ata Aidoo",1977,f,high_male,8.628624022089278
njp.32101068142270,"Llanos Gutierrez, Valentin.","Don Esteban, or, Memoirs of a Spaniard",1826,m,,8.628425484917512
uiuo.ark:/13960/t50g4932j,"Russell, William.",Autobiography of an English detective,1863,m,,8.62217623728229
mdp.39015063891330,"Kingston, William Henry Giles,",Peter the whaler;,1906,m,,8.620565796468442
nyp.33433081879516,"Ramaswami Raju, P. V.",The tales of the sixty mandarins,1886,u,high_male,8.619760801637755
nyp.33433040040200,"Gerstäcker, Friedrich,",Western lands and western waters,1864,m,high_male,8.619603630842269
njp.32101069186128,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,8.6194512282718
njp.32101066134873,"Ducray-Duminil,","The little mountaineers of Auvergne, or, The adventures of James and Georgette",1801,f,mixed,8.618708342909676
inu.30000110585795,"Holden, Sam.",Growing pains of a hapless househusband / | $c: Sam Holden.,2008,m,high_female,8.615267977910452
inu.32000006900049,"Collins, Mortimer,",You play me false,1878,m,high_female,8.611780916293489
mdp.39015050154023,"Neeson, Eoin,",Deirdre and other great stories from Celtic mythology / | $c: Eoin Neeson.,1997,u,,8.61045678473243
uc1.b3346851,"Heriot, Angus,","The island is full of strange noises, | a novel.",1963,m,,8.60992724611477
uc2.ark:/13960/t06w9dg08,"Ouida,","Friendship, a story",1879,f,high_female,8.608850718429089
inu.30000063846350,"Maugham, Robin,",Come to dust / | $c: by Robin Maugham.,1945,m,high_male,8.604247630246798
mdp.39015073316922,"Carlyle, Thomas,",[Works],1885,m,high_male,8.603193348949432
uc2.ark:/13960/t07w6dh59,"Trowbridge, W. R. H.",Seven splendid sinners,1908,m,high_female,8.601040725927838
mdp.39015042024961,"De Silva, Colin.",The founts of Sinhala.,1984,m,mixed,8.599255977417606
mdp.39076000963459,"Hamilton, Ian Robertson,",No stone unturned; | the story of the Stone of Destiny. | $c: With a foreword by Sir Compton Mackenzie.,1952,m,high_male,8.597818610592512
njp.32101064382961,"Tharp, Theodore A.",The sword of Damocles,1880,m,mixed,8.594092420869893
uiuo.ark:/13960/t14m9ft6z,"Bennett,",Vicissitudes abroad;,1806,f,,8.593132368611005
uiuo.ark:/13960/t5gb2gp5w,"Gore,",The opera,1832,f,mixed,8.592541673827117
nyp.33433075762405,"Ellis, A. B.",South African sketches,1887,u,mixed,8.592394012819852
uiuo.ark:/13960/t84j12g5n,"Murray, David Christie,",Hearts,1883,m,high_male,8.591926453109561
uiuo.ark:/13960/t5z615f3n,"Ormsby, Anne.",The soldier's family,1807,f,,8.590142811124235
uc1.b3324616,One of themselves.,"A life-long story, or, Am I my sister's keeper?",1859,u,high_female,8.589425462874594
nyp.33433074857933,"Haverfield, E. L.",The sow's ear,1904,u,high_female,8.588114050154585
uc1.31158011611125,"Penny, F. E.",The inevitable law,1908,m,,8.58722907292275
uc1.b3325463,"Lytton, Edward Bulwer Lytton,",The Parisians,1873,m,mixed,8.586533861609608
inu.32000005765484,"Ireland, Annie Elizabeth Nicholson,",Life of Jane Welsh Carlyle,1891,f,high_female,8.585901948999743
mdp.39015000613508,"Bramah, Ernest,",The mirror of Kong Ho,1905,m,high_male,8.585459665510491
uiuo.ark:/13960/t6f19dv0d,,James Hatfield and the Beauty of Buttermere,1843,u,mixed,8.583967295084605
inu.30000001395387,"Lessing, Doris May,","Shikasta : | re, colonised planet 5 : personal, psychological, historical documents relating to visit by Johor (George Sherban) emissary (grade 9) 87th of the period of the last days / | $c: by Doris Lessing.",1979,f,,8.580882865585833
uiuo.ark:/13960/t1dj5sg6w,"De La Voye, Marin J. George.","Eugénie, the young laundress of the Bastille",1851,m,mixed,8.575278696557637
mdp.39015031236485,"Hough, S. B. (Stanley Bennett),",No man Friday / | $c: Rex Gordon ; introd. by Alan Brien.,1977,m,high_male,8.573808240654548
uiuo.ark:/13960/t6vx0vt4j,"Lauder, Thomas Dick,",The wolfe of Badenoch,1827,m,,8.568572380635027
uiuo.ark:/13960/t65438z9q,"Tytler, Sarah,",Beauty and the beast,1884,f,,8.567879021548215
mdp.39015014117728,"Porter, Anna Maria,",The village of Mariendorpt,1821,f,,8.56692481666781
uiuo.ark:/13960/t6057tb45,"Allen, Grant,",In all shades,1886,m,,8.566044200788076
nyp.33433074964325,"Norris, W. E.",Thirlby hall,1883,f,,8.55993380317859
inu.30000050938111,"Pienaar, Vincent.",Jimmy's place : | a man's pub is his castle / | $c: Vincent Pienaar ; with illustrations by Denise Hurry.,1993,m,,8.559079043094963
mdp.39015062632255,"Aidoo, Ama Ata,",Changes : | a love story / | $c: Ama Ata Aidoo.,2004,f,high_female,8.558590685400471
uiuo.ark:/13960/t9p27588b,"Cathcart,",Adelaide;,1833,f,high_female,8.554319931565441
uc1.b3122093,"Aimard, Gustave,",Collected novels,1885,m,,8.551777807709
mdp.39015021856607,"Aidoo, Ama Ata,",Changes : | a love story / | $c: Ama Ata Aidoo.,1991,f,high_female,8.547495583793948
mdp.39015063541562,"Robertson, Mabel Nixon.","""The other side God's door""",1920,f,,8.547008547008547
uiuo.ark:/13960/t85h7tc1q,"Baring-Gould, S.",Mrs. Curgenven of Curgenven,1893,m,high_female,8.544671542825894
mdp.39015063918844,"Haggard, H. Rider",Mr. Meeson's will,1888,m,mixed,8.542002245326305
njp.32101072858226,,Weird tales,1888,u,,8.535856695160168
uc2.ark:/13960/t9q242h30,"Makino, Yoshio,",My idealed John Bullesses,1912,m,high_male,8.523877511880155
inu.32000006712584,"Ganier-Raymond, Philippe.",The tangled web; | $c: translated from the French by Len Ortzen.,1968,m,high_male,8.523176953329518
dul1.ark:/13960/t3nw0276b,"Linton, E. Lynn",Under which Lord?,1879,f,high_female,8.517369349638011
inu.32000013013364,"Trollope, Anthony,",An editor's tales,1881,m,,8.514986376021799
mdp.39015003931147,"Godwin, William,",Fleetwood,1832,m,,8.514779223938694
hvd.hwiwh6,"Austen, Jane,",Mansfield Park,1833,f,,8.511407946463244
uc1.$b20576,"Townsend, Walter,","Black cap, murder will out, | $c: by W. & L. Townsend.",1930,m,mixed,8.506914906545463
uc2.ark:/13960/t3fx78s5n,"Russell, Percy.",A journey to Lake Taupo and Australian and New Zealand tales and sketches,1889,m,mixed,8.503762915089927
mdp.39015069131202,"Arditti, Michael.",A sea change / | $c: Michael Arditti.,2006,m,high_female,8.503184442573744
njp.32101068973104,"Lawrence, George A.",Barren honour,1862,m,,8.497414358202432
uc2.ark:/13960/t7vm46k5q,"Andreyev, Leonid,",The dark,1922,m,high_male,8.49689863199932
umn.31951002103586j,"De la Mare, Walter,","The three royal monkeys; or, The three Mulla-Mulgars / | $c: by Walter de la Mare, with illustrations by J.A. Shepherd.",1927,m,high_male,8.496486096107395
wu.89092530542,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,8.494733265375467
uiuo.ark:/13960/t0ks6zj9c,"Bothmer, Marie,",Aut Caesar aut nihil,1883,f,high_female,8.494252222662665
mdp.39015014117660,"Porter, Anna Maria,",The recluse of Norway,1814,f,,8.492713252029759
uiuo.ark:/13960/t0tq6913c,"Gleig, G. R.",The light dragoon,1844,m,high_male,8.492280517010037
njp.32101068169547,"Gaspey, Thomas William,","Calthorpe; or, Fallen fortunes",1821,m,mixed,8.48925260620055
mdp.39015059406291,"Phillpotts, Eden,","Stormbury, | $c: by Eden Phillpotts.",1931,m,,8.488309283123698
inu.32000000636839,"Anderson, Poul,","Un-man, and other novellas / | $c: by Poul Anderson ...",1972,m,high_male,8.48824378236143
uc2.ark:/13960/t24b30766,"Sinclair, Francis.",Where the sun sets,1905,m,mixed,8.487363259147491
mdp.39015051348723,"Bermant, Chaim,",The house of women / | $c: Chaim Bermant.,1983,u,high_female,8.486082824168363
uiuo.ark:/13960/t1bk1qb2j,"Cunningham, H. S.",Chronicles of Dustypore;,1875,m,high_female,8.48140452058861
uiuo.ark:/13960/t1jh42w5m,"Mathews, William,",The two homes,1859,m,mixed,8.479318941102651
inu.30000112141985,"Simms, William Gilmore,",The kinsmen: or The Black Riders of Congaree,1841,m,high_male,8.472337817027405
uiuo.ark:/13960/t3805gj3d,"Gore,",The diary of a désennuyée,1836,f,,8.471417437565654
uiuo.ark:/13960/t40s0dc4n,"Scott, Walter,",St Ronan's well,1824,m,,8.471226068786356
pst.000021714726,"Bradley, Marion Zimmer.",The bloody sun : | a Darkover novel / | $c: Marion Zimmer Bradley.,1993,f,high_male,8.46772641545745
uc1.b5015179,"Tennant, Kylie,",The battlers / | $c: by Kylie Tennant.,1941,f,mixed,8.467144455532372
uiuo.ark:/13960/t5s762w4d,"Davenport, Selina.",An angel's form and a devil's heart,1818,f,mixed,8.464712728811765
mdp.39015084105017,"Davis, Will,",Dream machine / | $c: Will Davis.,2009,m,high_female,8.464653019764965
mdp.39015025236947,"Saer, Juan José,",The witness / | $c: Juan José Saer ; translated by Margaret Jull Costa.,1990,m,high_male,8.460093737838616
mdp.39015063320173,"Kirkwood, Gwen.",Home to the glen / | $c: Gwen Kirkwood.,2006,f,,8.459950593888532
uiuo.ark:/13960/t7mp5p18p,"Shee, Martin Archer,",Oldcourt,1829,m,,8.458179588298108
uc1.b3321917,"Besant, Walter,",The changling,1899,m,,8.450682584679681
njp.32101063690497,"Fielding, Henry,",The works of Henry Fielding,1893,m,high_female,8.449106205265
inu.39000003367807,"Heyer, Georgette,",April lady.,1957,f,,8.448086508405845
mdp.39015068050783,"Fielding, Henry,",Works;,1893,m,high_female,8.445945945945946
uc1.b3327468,"Peacock, Lucy,",Friendly Labours,1815,f,mixed,8.445767614704081
mdp.39015067673478,"Eyre, Lucy.",If minds had toes / | $c: Lucy Eyre.,2007,f,,8.438411649830027
uiuo.ark:/13960/t8kd2ht61,"Roche, Regina Maria,",The discarded son;,1807,f,,8.436682696363789
uiuo.ark:/13960/t8gf1c96p,"Murray, David Christie,",A rising star,1894,m,mixed,8.435259384226065
nyp.33433075771646,"Prest, Thomas Peckett.","The maniac father; or, The victim of seduction",1842,m,mixed,8.4249040162721
uc1.$b787444,"Priestley, J. B. (John Boynton),",Wonder hero.,1933,m,high_male,8.42349593800307
njp.32101068178019,"Hervey, Elizabeth",Amabel;,1814,f,mixed,8.423322495325056
mdp.39015046435544,"Feuchtwanger, Lion,",The Oppermanns : | a novel / | $c: by Lion Feuchtwanger ; [translated from the German by James Cleugh].,1933,m,high_male,8.422962291045744
uc1.31175035579203,"Kipling, Rudyard,",The Bombay edition of the works of Rudyard Kipling.,1913,m,,8.421210221477828
mdp.39015030717279,"Tlali, Miriam.",Muriel at Metropolitan : | a novel / | $c: by Miriam Tlali.,1979,f,,8.42034355001684
uc1.$b803403,"Kilpatrick, Florence A. (Florence Antoinette),","The eldest Miss Grimmett, | $c: by Florence A. Kilpatrick.",1936,f,high_female,8.41998905401423
uiuo.ark:/13960/t3ws9607w,"Jeaffreson, John Cordy,",A noble woman,1868,m,high_female,8.413377269859076
mdp.39015057083985,"Taylor, Meadows,",Tara,1863,m,mixed,8.410821924209149
